#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
312.00	1.3334	0.074111	14.144	14.409	62.725	469.48	0.0021300	13.272	13.398	59.484	76.151	127.68	624.91	0.18469	83.664	0.087432	29.313	0.034115	25.037	27.043	103.22	73.625	98.799	209.21	20.354	8.6974	0.021227
314.00	1.3965	0.077670	14.421	14.698	63.610	465.95	0.0021461	13.520	13.653	60.280	76.554	129.02	611.07	0.21897	81.818	0.086552	30.809	0.032458	25.116	27.114	103.15	74.261	100.56	208.09	20.210	8.7808	0.021597
316.00	1.4617	0.081382	14.700	14.990	64.496	462.35	0.0021628	13.771	13.910	61.078	76.963	130.44	597.16	0.25555	79.995	0.085678	32.377	0.030887	25.193	27.184	103.08	74.908	102.43	206.91	20.075	8.8671	0.021981
318.00	1.5292	0.085258	14.982	15.285	65.384	458.68	0.0021802	14.023	14.170	61.877	77.379	131.93	583.18	0.29466	78.193	0.084810	34.019	0.029395	25.269	27.251	103.01	75.566	104.41	205.66	19.948	8.9565	0.022378
320.00	1.5989	0.089306	15.266	15.583	66.275	454.94	0.0021981	14.277	14.432	62.679	77.802	133.52	569.12	0.33660	76.410	0.083948	35.742	0.027978	25.343	27.316	102.94	76.237	106.53	204.35	19.830	9.0492	0.022792
322.00	1.6708	0.093538	15.552	15.884	67.167	451.11	0.0022168	14.534	14.698	63.483	78.232	135.20	554.97	0.38166	74.646	0.083092	37.550	0.026631	25.416	27.378	102.86	76.920	108.80	202.98	19.720	9.1457	0.023223
324.00	1.7452	0.097963	15.841	16.187	68.062	447.19	0.0022362	14.794	14.966	64.291	78.670	137.00	540.74	0.43022	72.899	0.082241	39.448	0.025350	25.486	27.437	102.78	77.616	111.24	201.55	19.619	9.2462	0.023672
326.00	1.8219	0.10260	16.133	16.494	68.959	443.18	0.0022564	15.056	15.237	65.101	79.116	138.93	526.40	0.48271	71.167	0.081395	41.444	0.024129	25.555	27.493	102.70	78.324	113.87	200.04	19.527	9.3511	0.024143
328.00	1.9011	0.10745	16.427	16.804	69.859	439.08	0.0022775	15.320	15.511	65.916	79.572	141.00	511.96	0.53962	69.450	0.080554	43.544	0.022965	25.621	27.546	102.61	79.044	116.71	198.47	19.443	9.4610	0.024636
330.00	1.9828	0.11255	16.724	17.117	70.761	434.86	0.0022996	15.588	15.789	66.735	80.038	143.24	497.40	0.60152	67.744	0.079717	45.757	0.021855	25.684	27.595	102.51	79.776	119.81	196.82	19.369	9.5763	0.025154
332.00	2.0671	0.11790	17.024	17.434	71.667	430.52	0.0023228	15.858	16.070	67.558	80.515	145.67	482.72	0.66912	66.050	0.078884	48.091	0.020794	25.745	27.640	102.41	80.521	123.20	195.10	19.304	9.6976	0.025700
334.00	2.1540	0.12353	17.326	17.754	72.576	426.06	0.0023471	16.132	16.355	68.387	81.004	148.33	467.90	0.74323	64.364	0.078055	50.558	0.019779	25.802	27.681	102.30	81.280	126.93	193.30	19.249	9.8255	0.026279
