#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
222.00	0.066780	0.0046218	3.6122	3.6255	23.256	591.20	0.0016915	3.5319	3.5368	22.857	62.838	97.307	1220.1	-0.44083	217.82	0.13453	1.6408	0.60945	20.919	22.713	109.24	51.914	61.339	216.14	41.852	6.0445	0.010782
224.00	0.073476	0.0050397	3.8137	3.8283	24.160	588.93	0.0016980	3.7266	3.7321	23.731	63.037	97.676	1206.9	-0.43492	212.80	0.13334	1.7929	0.55777	21.012	22.819	108.94	52.297	61.805	216.68	40.856	6.0973	0.010953
226.00	0.080689	0.0054859	4.0164	4.0324	25.060	586.66	0.0017046	3.9221	3.9281	24.599	63.241	98.053	1193.8	-0.42884	207.94	0.13216	1.9556	0.51136	21.106	22.925	108.66	52.684	62.280	217.20	39.895	6.1500	0.011126
228.00	0.088446	0.0059614	4.2201	4.2377	25.958	584.38	0.0017112	4.1183	4.1250	25.464	63.449	98.438	1180.7	-0.42260	203.24	0.13098	2.1295	0.46959	21.200	23.031	108.39	53.075	62.764	217.69	38.970	6.2027	0.011301
230.00	0.096775	0.0064676	4.4251	4.4443	26.853	582.08	0.0017180	4.3152	4.3226	26.324	63.662	98.833	1167.6	-0.41617	198.68	0.12980	2.3152	0.43193	21.294	23.137	108.13	53.470	63.257	218.16	38.078	6.2554	0.011477
232.00	0.10570	0.0070057	4.6312	4.6522	27.745	579.77	0.0017248	4.5130	4.5210	27.180	63.879	99.236	1154.5	-0.40957	194.27	0.12863	2.5131	0.39792	21.388	23.243	107.88	53.868	63.758	218.61	37.218	6.3080	0.011654
234.00	0.11526	0.0075770	4.8385	4.8614	28.635	577.45	0.0017318	4.7115	4.7203	28.032	64.101	99.649	1141.5	-0.40277	189.99	0.12746	2.7238	0.36714	21.482	23.348	107.64	54.271	64.269	219.03	36.391	6.3606	0.011832
236.00	0.12548	0.0081828	5.0472	5.0721	29.523	575.11	0.0017388	4.9108	4.9204	28.880	64.327	100.07	1128.4	-0.39578	185.83	0.12630	2.9478	0.33923	21.577	23.454	107.41	54.677	64.790	219.42	35.594	6.4132	0.012013
238.00	0.13638	0.0088244	5.2570	5.2841	30.409	572.76	0.0017459	5.1109	5.1214	29.725	64.557	100.50	1115.3	-0.38859	181.80	0.12515	3.1858	0.31389	21.671	23.559	107.19	55.087	65.320	219.79	34.826	6.4658	0.012195
240.00	0.14800	0.0095032	5.4682	5.4976	31.292	570.39	0.0017532	5.3119	5.3233	30.566	64.792	100.94	1102.3	-0.38118	177.88	0.12400	3.4383	0.29084	21.766	23.664	106.98	55.501	65.860	220.12	34.088	6.5185	0.012378
242.00	0.16037	0.010221	5.6807	5.7125	32.174	568.01	0.0017605	5.5136	5.5261	31.404	65.031	101.39	1089.2	-0.37355	174.07	0.12286	3.7059	0.26984	21.860	23.768	106.79	55.919	66.410	220.43	33.377	6.5712	0.012563
244.00	0.17352	0.010978	5.8946	5.9290	33.054	565.62	0.0017680	5.7163	5.7298	32.238	65.274	101.85	1076.2	-0.36569	170.37	0.12173	3.9893	0.25067	21.955	23.873	106.59	56.340	66.971	220.72	32.692	6.6239	0.012750
246.00	0.18748	0.011777	6.1098	6.1470	33.933	563.21	0.0017755	5.9199	5.9345	33.069	65.522	102.33	1063.1	-0.35760	166.77	0.12060	4.2890	0.23315	22.050	23.977	106.41	56.766	67.543	220.97	32.034	6.6768	0.012939
248.00	0.20228	0.012619	6.3264	6.3666	34.810	560.78	0.0017832	6.1243	6.1402	33.897	65.773	102.81	1050.1	-0.34925	163.26	0.11948	4.6058	0.21712	22.144	24.081	106.24	57.195	68.127	221.20	31.401	6.7297	0.013130
250.00	0.21796	0.013505	6.5445	6.5878	35.685	558.34	0.0017910	6.3297	6.3469	34.722	66.030	103.30	1037.0	-0.34065	159.85	0.11837	4.9402	0.20242	22.239	24.184	106.07	57.628	68.722	221.39	30.791	6.7827	0.013323
252.00	0.23455	0.014437	6.7640	6.8106	36.560	555.87	0.0017990	6.5359	6.5546	35.544	66.290	103.81	1024.0	-0.33177	156.52	0.11726	5.2931	0.18892	22.333	24.287	105.91	58.065	69.329	221.55	30.205	6.8359	0.013518
254.00	0.25209	0.015416	6.9850	7.0350	37.433	553.39	0.0018070	6.7432	6.7633	36.364	66.555	104.32	1010.9	-0.32261	153.28	0.11616	5.6651	0.17652	22.428	24.390	105.76	58.505	69.950	221.69	29.642	6.8892	0.013715
256.00	0.27060	0.016445	7.2075	7.2612	38.306	550.90	0.0018152	6.9514	6.9731	37.180	66.824	104.85	997.87	-0.31315	150.11	0.11506	6.0570	0.16510	22.523	24.493	105.62	58.950	70.583	221.79	29.100	6.9427	0.013915
258.00	0.29012	0.017525	7.4315	7.4890	39.177	548.38	0.0018236	7.1606	7.1839	37.995	67.097	105.39	984.80	-0.30337	147.02	0.11397	6.4694	0.15457	22.617	24.594	105.48	59.399	71.231	221.86	28.579	6.9964	0.014117
260.00	0.31068	0.018657	7.6570	7.7187	40.048	545.84	0.0018320	7.3708	7.3959	38.807	67.375	105.94	971.73	-0.29327	144.01	0.11289	6.9033	0.14486	22.711	24.696	105.35	59.852	71.893	221.90	28.078	7.0503	0.014322
262.00	0.33233	0.019843	7.8841	7.9501	40.918	543.28	0.0018407	7.5821	7.6090	39.617	67.657	106.51	958.64	-0.28283	141.06	0.11182	7.3594	0.13588	22.806	24.797	105.22	60.309	72.570	221.90	27.597	7.1046	0.014529
264.00	0.35509	0.021086	8.1129	8.1833	41.788	540.70	0.0018495	7.7943	7.8233	40.424	67.944	107.09	945.54	-0.27202	138.18	0.11075	7.8386	0.12757	22.900	24.897	105.10	60.771	73.264	221.87	27.135	7.1591	0.014739
266.00	0.37900	0.022386	8.3432	8.4184	42.657	538.10	0.0018584	8.0077	8.0388	41.230	68.235	107.69	932.43	-0.26083	135.37	0.10970	8.3417	0.11988	22.994	24.997	104.98	61.237	73.975	221.81	26.691	7.2139	0.014953
268.00	0.40411	0.023747	8.5752	8.6553	43.526	535.47	0.0018675	8.2222	8.2554	42.034	68.530	108.29	919.31	-0.24924	132.62	0.10864	8.8697	0.11274	23.087	25.096	104.87	61.708	74.703	221.71	26.265	7.2691	0.015169
270.00	0.43043	0.025169	8.8088	8.8942	44.395	532.82	0.0018768	8.4377	8.4733	42.836	68.830	108.92	906.18	-0.23723	129.93	0.10760	9.4235	0.10612	23.181	25.195	104.77	62.184	75.451	221.58	25.856	7.3247	0.015389
272.00	0.45801	0.026656	9.0441	9.1350	45.263	530.14	0.0018863	8.6544	8.6925	43.636	69.134	109.56	893.04	-0.22476	127.29	0.10656	10.004	0.099959	23.274	25.293	104.67	62.664	76.219	221.41	25.463	7.3808	0.015612
274.00	0.48689	0.028208	9.2812	9.3778	46.131	527.44	0.0018959	8.8723	8.9130	44.435	69.442	110.22	879.88	-0.21182	124.71	0.10554	10.613	0.094228	23.367	25.390	104.57	63.150	77.008	221.20	25.086	7.4373	0.015839
276.00	0.51711	0.029829	9.5199	9.6226	47.000	524.71	0.0019058	9.0913	9.1348	45.232	69.755	110.89	866.70	-0.19838	122.18	0.10451	11.250	0.088889	23.460	25.487	104.48	63.641	77.819	220.96	24.724	7.4945	0.016070
278.00	0.54869	0.031521	9.7605	9.8694	47.868	521.96	0.0019159	9.3116	9.3579	46.028	70.072	111.59	853.50	-0.18439	119.71	0.10350	11.917	0.083911	23.552	25.583	104.39	64.137	78.655	220.68	24.378	7.5522	0.016305
280.00	0.58168	0.033286	10.003	10.118	48.736	519.17	0.0019261	9.5331	9.5825	46.823	70.393	112.30	840.29	-0.16985	117.28	0.10250	12.616	0.079264	23.645	25.678	104.31	64.639	79.516	220.36	24.045	7.6105	0.016544
282.00	0.61613	0.035127	10.247	10.369	49.605	516.36	0.0019366	9.7558	9.8084	47.617	70.719	113.04	827.06	-0.15469	114.90	0.10150	13.347	0.074923	23.736	25.772	104.22	65.147	80.404	220.00	23.727	7.6696	0.016788
284.00	0.65205	0.037047	10.493	10.622	50.474	513.51	0.0019474	9.9799	10.036	48.409	71.049	113.79	813.81	-0.13889	112.56	0.10051	14.112	0.070862	23.828	25.865	104.15	65.660	81.322	219.59	23.422	7.7294	0.017037
