#Temperature (K)	Pressure (MPa)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
808.57	131.93	undefined	16.348	25.125	77.324	30.300	0.033003	16.348	25.125	77.324	22.033	29.904	2756.6	-0.55430	19.671	0.44167	30.300	0.033003	16.348	25.125	77.324	22.033	29.904	2756.6	-0.55430	19.671	0.44167
810.21	132.19	undefined	16.384	25.179	77.369	30.300	0.033003	16.384	25.179	77.369	22.037	29.906	2759.1	-0.55424	19.700	0.44233	30.300	0.033003	16.384	25.179	77.369	22.037	29.906	2759.1	-0.55424	19.700	0.44233
811.85	132.45	undefined	16.420	25.232	77.413	30.300	0.033003	16.420	25.232	77.413	22.041	29.909	2761.6	-0.55418	19.729	0.44299	30.300	0.033003	16.420	25.232	77.413	22.041	29.909	2761.6	-0.55418	19.729	0.44299
813.49	132.71	undefined	16.456	25.285	77.458	30.300	0.033003	16.456	25.285	77.458	22.044	29.911	2764.0	-0.55411	19.758	0.44366	30.300	0.033003	16.456	25.285	77.458	22.044	29.911	2764.0	-0.55411	19.758	0.44366
815.13	132.97	undefined	16.492	25.339	77.502	30.300	0.033003	16.492	25.339	77.502	22.048	29.914	2766.5	-0.55405	19.787	0.44432	30.300	0.033003	16.492	25.339	77.502	22.048	29.914	2766.5	-0.55405	19.787	0.44432
816.77	133.23	undefined	16.529	25.392	77.546	30.300	0.033003	16.529	25.392	77.546	22.051	29.916	2769.0	-0.55399	19.816	0.44498	30.300	0.033003	16.529	25.392	77.546	22.051	29.916	2769.0	-0.55399	19.816	0.44498
818.42	133.48	undefined	16.565	25.446	77.591	30.300	0.033003	16.565	25.446	77.591	22.055	29.919	2771.4	-0.55392	19.845	0.44564	30.300	0.033003	16.565	25.446	77.591	22.055	29.919	2771.4	-0.55392	19.845	0.44564
820.06	133.74	undefined	16.601	25.499	77.635	30.300	0.033003	16.601	25.499	77.635	22.059	29.921	2773.9	-0.55386	19.874	0.44631	30.300	0.033003	16.601	25.499	77.635	22.059	29.921	2773.9	-0.55386	19.874	0.44631
821.70	134.00	undefined	16.637	25.552	77.679	30.300	0.033003	16.637	25.552	77.679	22.062	29.924	2776.3	-0.55379	19.903	0.44697	30.300	0.033003	16.637	25.552	77.679	22.062	29.924	2776.3	-0.55379	19.903	0.44697
823.34	134.26	undefined	16.673	25.606	77.723	30.300	0.033003	16.673	25.606	77.723	22.066	29.926	2778.8	-0.55372	19.932	0.44763	30.300	0.033003	16.673	25.606	77.723	22.066	29.926	2778.8	-0.55372	19.932	0.44763
824.98	134.52	undefined	16.710	25.659	77.767	30.300	0.033003	16.710	25.659	77.767	22.070	29.929	2781.2	-0.55366	19.961	0.44830	30.300	0.033003	16.710	25.659	77.767	22.070	29.929	2781.2	-0.55366	19.961	0.44830
826.62	134.78	undefined	16.746	25.713	77.811	30.300	0.033003	16.746	25.713	77.811	22.073	29.932	2783.6	-0.55359	19.990	0.44896	30.300	0.033003	16.746	25.713	77.811	22.073	29.932	2783.6	-0.55359	19.990	0.44896
828.27	135.03	undefined	16.782	25.766	77.855	30.300	0.033003	16.782	25.766	77.855	22.077	29.934	2786.1	-0.55352	20.019	0.44963	30.300	0.033003	16.782	25.766	77.855	22.077	29.934	2786.1	-0.55352	20.019	0.44963
829.91	135.29	undefined	16.818	25.820	77.898	30.300	0.033003	16.818	25.820	77.898	22.081	29.937	2788.5	-0.55345	20.048	0.45029	30.300	0.033003	16.818	25.820	77.898	22.081	29.937	2788.5	-0.55345	20.048	0.45029
831.55	135.55	undefined	16.855	25.873	77.942	30.300	0.033003	16.855	25.873	77.942	22.084	29.940	2790.9	-0.55338	20.077	0.45095	30.300	0.033003	16.855	25.873	77.942	22.084	29.940	2790.9	-0.55338	20.077	0.45095
833.19	135.81	undefined	16.891	25.926	77.986	30.300	0.033003	16.891	25.926	77.986	22.088	29.943	2793.4	-0.55331	20.106	0.45162	30.300	0.033003	16.891	25.926	77.986	22.088	29.943	2793.4	-0.55331	20.106	0.45162
834.83	136.07	undefined	16.927	25.980	78.029	30.300	0.033003	16.927	25.980	78.029	22.092	29.945	2795.8	-0.55324	20.135	0.45228	30.300	0.033003	16.927	25.980	78.029	22.092	29.945	2795.8	-0.55324	20.135	0.45228
836.47	136.32	undefined	16.963	26.033	78.073	30.300	0.033003	16.963	26.033	78.073	22.096	29.948	2798.2	-0.55316	20.164	0.45295	30.300	0.033003	16.963	26.033	78.073	22.096	29.948	2798.2	-0.55316	20.164	0.45295
838.12	136.58	undefined	17.000	26.087	78.116	30.300	0.033003	17.000	26.087	78.116	22.100	29.951	2800.6	-0.55309	20.193	0.45361	30.300	0.033003	17.000	26.087	78.116	22.100	29.951	2800.6	-0.55309	20.193	0.45361
839.76	136.84	undefined	17.036	26.140	78.159	30.300	0.033003	17.036	26.140	78.159	22.104	29.954	2803.0	-0.55301	20.222	0.45428	30.300	0.033003	17.036	26.140	78.159	22.104	29.954	2803.0	-0.55301	20.222	0.45428
841.40	137.10	undefined	17.072	26.194	78.202	30.300	0.033003	17.072	26.194	78.202	22.107	29.957	2805.4	-0.55294	20.251	0.45494	30.300	0.033003	17.072	26.194	78.202	22.107	29.957	2805.4	-0.55294	20.251	0.45494
843.04	137.36	undefined	17.109	26.247	78.245	30.300	0.033003	17.109	26.247	78.245	22.111	29.959	2807.9	-0.55286	20.280	0.45561	30.300	0.033003	17.109	26.247	78.245	22.111	29.959	2807.9	-0.55286	20.280	0.45561
844.68	137.61	undefined	17.145	26.300	78.288	30.300	0.033003	17.145	26.300	78.288	22.115	29.962	2810.3	-0.55279	20.309	0.45627	30.300	0.033003	17.145	26.300	78.288	22.115	29.962	2810.3	-0.55279	20.309	0.45627
846.32	137.87	undefined	17.181	26.354	78.331	30.300	0.033003	17.181	26.354	78.331	22.119	29.965	2812.7	-0.55271	20.338	0.45694	30.300	0.033003	17.181	26.354	78.331	22.119	29.965	2812.7	-0.55271	20.338	0.45694
847.97	138.13	undefined	17.218	26.407	78.374	30.300	0.033003	17.218	26.407	78.374	22.123	29.968	2815.1	-0.55263	20.367	0.45760	30.300	0.033003	17.218	26.407	78.374	22.123	29.968	2815.1	-0.55263	20.367	0.45760
849.61	138.39	undefined	17.254	26.461	78.417	30.300	0.033003	17.254	26.461	78.417	22.127	29.971	2817.5	-0.55255	20.396	0.45827	30.300	0.033003	17.254	26.461	78.417	22.127	29.971	2817.5	-0.55255	20.396	0.45827
851.25	138.64	undefined	17.290	26.514	78.460	30.300	0.033003	17.290	26.514	78.460	22.131	29.974	2819.8	-0.55247	20.425	0.45894	30.300	0.033003	17.290	26.514	78.460	22.131	29.974	2819.8	-0.55247	20.425	0.45894
852.89	138.90	undefined	17.327	26.568	78.502	30.300	0.033003	17.327	26.568	78.502	22.135	29.977	2822.2	-0.55239	20.454	0.45960	30.300	0.033003	17.327	26.568	78.502	22.135	29.977	2822.2	-0.55239	20.454	0.45960
854.53	139.16	undefined	17.363	26.621	78.545	30.300	0.033003	17.363	26.621	78.545	22.139	29.980	2824.6	-0.55231	20.483	0.46027	30.300	0.033003	17.363	26.621	78.545	22.139	29.980	2824.6	-0.55231	20.483	0.46027
856.17	139.42	undefined	17.399	26.675	78.587	30.300	0.033003	17.399	26.675	78.587	22.143	29.983	2827.0	-0.55223	20.512	0.46094	30.300	0.033003	17.399	26.675	78.587	22.143	29.983	2827.0	-0.55223	20.512	0.46094
857.82	139.68	undefined	17.436	26.728	78.630	30.300	0.033003	17.436	26.728	78.630	22.147	29.986	2829.4	-0.55215	20.541	0.46160	30.300	0.033003	17.436	26.728	78.630	22.147	29.986	2829.4	-0.55215	20.541	0.46160
859.46	139.93	undefined	17.472	26.782	78.672	30.300	0.033003	17.472	26.782	78.672	22.151	29.989	2831.8	-0.55207	20.570	0.46227	30.300	0.033003	17.472	26.782	78.672	22.151	29.989	2831.8	-0.55207	20.570	0.46227
861.10	140.19	undefined	17.508	26.835	78.714	30.300	0.033003	17.508	26.835	78.714	22.155	29.992	2834.1	-0.55198	20.599	0.46294	30.300	0.033003	17.508	26.835	78.714	22.155	29.992	2834.1	-0.55198	20.599	0.46294
862.74	140.45	undefined	17.545	26.889	78.757	30.300	0.033003	17.545	26.889	78.757	22.159	29.996	2836.5	-0.55190	20.628	0.46360	30.300	0.033003	17.545	26.889	78.757	22.159	29.996	2836.5	-0.55190	20.628	0.46360
864.38	140.70	undefined	17.581	26.942	78.799	30.300	0.033003	17.581	26.942	78.799	22.163	29.999	2838.9	-0.55181	20.657	0.46427	30.300	0.033003	17.581	26.942	78.799	22.163	29.999	2838.9	-0.55181	20.657	0.46427
866.02	140.96	undefined	17.617	26.996	78.841	30.300	0.033003	17.617	26.996	78.841	22.167	30.002	2841.2	-0.55173	20.686	0.46494	30.300	0.033003	17.617	26.996	78.841	22.167	30.002	2841.2	-0.55173	20.686	0.46494
867.67	141.22	undefined	17.654	27.049	78.883	30.300	0.033003	17.654	27.049	78.883	22.171	30.005	2843.6	-0.55164	20.715	0.46561	30.300	0.033003	17.654	27.049	78.883	22.171	30.005	2843.6	-0.55164	20.715	0.46561
869.31	141.48	undefined	17.690	27.103	78.925	30.300	0.033003	17.690	27.103	78.925	22.175	30.008	2845.9	-0.55156	20.744	0.46627	30.300	0.033003	17.690	27.103	78.925	22.175	30.008	2845.9	-0.55156	20.744	0.46627
870.95	141.73	undefined	17.727	27.156	78.967	30.300	0.033003	17.727	27.156	78.967	22.180	30.011	2848.3	-0.55147	20.773	0.46694	30.300	0.033003	17.727	27.156	78.967	22.180	30.011	2848.3	-0.55147	20.773	0.46694
872.59	141.99	undefined	17.763	27.210	79.008	30.300	0.033003	17.763	27.210	79.008	22.184	30.015	2850.7	-0.55138	20.802	0.46761	30.300	0.033003	17.763	27.210	79.008	22.184	30.015	2850.7	-0.55138	20.802	0.46761
874.23	142.25	undefined	17.800	27.263	79.050	30.300	0.033003	17.800	27.263	79.050	22.188	30.018	2853.0	-0.55129	20.831	0.46828	30.300	0.033003	17.800	27.263	79.050	22.188	30.018	2853.0	-0.55129	20.831	0.46828
875.87	142.51	undefined	17.836	27.317	79.092	30.300	0.033003	17.836	27.317	79.092	22.192	30.021	2855.3	-0.55120	20.860	0.46895	30.300	0.033003	17.836	27.317	79.092	22.192	30.021	2855.3	-0.55120	20.860	0.46895
877.52	142.76	undefined	17.872	27.370	79.133	30.300	0.033003	17.872	27.370	79.133	22.196	30.025	2857.7	-0.55111	20.889	0.46962	30.300	0.033003	17.872	27.370	79.133	22.196	30.025	2857.7	-0.55111	20.889	0.46962
879.16	143.02	undefined	17.909	27.424	79.175	30.300	0.033003	17.909	27.424	79.175	22.201	30.028	2860.0	-0.55102	20.918	0.47028	30.300	0.033003	17.909	27.424	79.175	22.201	30.028	2860.0	-0.55102	20.918	0.47028
880.80	143.28	undefined	17.945	27.478	79.216	30.300	0.033003	17.945	27.478	79.216	22.205	30.031	2862.4	-0.55093	20.947	0.47095	30.300	0.033003	17.945	27.478	79.216	22.205	30.031	2862.4	-0.55093	20.947	0.47095
882.44	143.53	undefined	17.982	27.531	79.258	30.300	0.033003	17.982	27.531	79.258	22.209	30.035	2864.7	-0.55084	20.976	0.47162	30.300	0.033003	17.982	27.531	79.258	22.209	30.035	2864.7	-0.55084	20.976	0.47162
884.08	143.79	undefined	18.018	27.585	79.299	30.300	0.033003	18.018	27.585	79.299	22.213	30.038	2867.0	-0.55074	21.005	0.47229	30.300	0.033003	18.018	27.585	79.299	22.213	30.038	2867.0	-0.55074	21.005	0.47229
885.72	144.05	undefined	18.055	27.638	79.340	30.300	0.033003	18.055	27.638	79.340	22.218	30.041	2869.4	-0.55065	21.034	0.47296	30.300	0.033003	18.055	27.638	79.340	22.218	30.041	2869.4	-0.55065	21.034	0.47296
887.37	144.30	undefined	18.091	27.692	79.381	30.300	0.033003	18.091	27.692	79.381	22.222	30.045	2871.7	-0.55056	21.063	0.47363	30.300	0.033003	18.091	27.692	79.381	22.222	30.045	2871.7	-0.55056	21.063	0.47363
889.01	144.56	undefined	18.128	27.745	79.422	30.300	0.033003	18.128	27.745	79.422	22.226	30.048	2874.0	-0.55046	21.092	0.47430	30.300	0.033003	18.128	27.745	79.422	22.226	30.048	2874.0	-0.55046	21.092	0.47430
890.65	144.82	undefined	18.164	27.799	79.463	30.300	0.033003	18.164	27.799	79.463	22.231	30.052	2876.3	-0.55037	21.121	0.47497	30.300	0.033003	18.164	27.799	79.463	22.231	30.052	2876.3	-0.55037	21.121	0.47497
892.29	145.08	undefined	18.201	27.853	79.504	30.300	0.033003	18.201	27.853	79.504	22.235	30.055	2878.6	-0.55027	21.150	0.47564	30.300	0.033003	18.201	27.853	79.504	22.235	30.055	2878.6	-0.55027	21.150	0.47564
893.93	145.33	undefined	18.237	27.906	79.545	30.300	0.033003	18.237	27.906	79.545	22.239	30.059	2881.0	-0.55018	21.179	0.47631	30.300	0.033003	18.237	27.906	79.545	22.239	30.059	2881.0	-0.55018	21.179	0.47631
895.57	145.59	undefined	18.274	27.960	79.586	30.300	0.033003	18.274	27.960	79.586	22.244	30.062	2883.3	-0.55008	21.208	0.47698	30.300	0.033003	18.274	27.960	79.586	22.244	30.062	2883.3	-0.55008	21.208	0.47698
897.22	145.85	undefined	18.310	28.013	79.627	30.300	0.033003	18.310	28.013	79.627	22.248	30.066	2885.6	-0.54998	21.237	0.47765	30.300	0.033003	18.310	28.013	79.627	22.248	30.066	2885.6	-0.54998	21.237	0.47765
898.86	146.10	undefined	18.347	28.067	79.667	30.300	0.033003	18.347	28.067	79.667	22.253	30.069	2887.9	-0.54988	21.266	0.47833	30.300	0.033003	18.347	28.067	79.667	22.253	30.069	2887.9	-0.54988	21.266	0.47833
900.50	146.36	undefined	18.383	28.121	79.708	30.300	0.033003	18.383	28.121	79.708	22.257	30.073	2890.2	-0.54978	21.295	0.47900	30.300	0.033003	18.383	28.121	79.708	22.257	30.073	2890.2	-0.54978	21.295	0.47900
902.14	146.62	undefined	18.420	28.174	79.748	30.300	0.033003	18.420	28.174	79.748	22.262	30.077	2892.5	-0.54969	21.324	0.47967	30.300	0.033003	18.420	28.174	79.748	22.262	30.077	2892.5	-0.54969	21.324	0.47967
903.78	146.87	undefined	18.456	28.228	79.789	30.300	0.033003	18.456	28.228	79.789	22.266	30.080	2894.8	-0.54959	21.353	0.48034	30.300	0.033003	18.456	28.228	79.789	22.266	30.080	2894.8	-0.54959	21.353	0.48034
905.42	147.13	undefined	18.493	28.281	79.829	30.300	0.033003	18.493	28.281	79.829	22.271	30.084	2897.1	-0.54949	21.383	0.48101	30.300	0.033003	18.493	28.281	79.829	22.271	30.084	2897.1	-0.54949	21.383	0.48101
907.07	147.39	undefined	18.529	28.335	79.870	30.300	0.033003	18.529	28.335	79.870	22.275	30.087	2899.4	-0.54938	21.412	0.48168	30.300	0.033003	18.529	28.335	79.870	22.275	30.087	2899.4	-0.54938	21.412	0.48168
908.71	147.64	undefined	18.566	28.389	79.910	30.300	0.033003	18.566	28.389	79.910	22.280	30.091	2901.6	-0.54928	21.441	0.48236	30.300	0.033003	18.566	28.389	79.910	22.280	30.091	2901.6	-0.54928	21.441	0.48236
910.35	147.90	undefined	18.603	28.442	79.950	30.300	0.033003	18.603	28.442	79.950	22.284	30.095	2903.9	-0.54918	21.470	0.48303	30.300	0.033003	18.603	28.442	79.950	22.284	30.095	2903.9	-0.54918	21.470	0.48303
911.99	148.15	undefined	18.639	28.496	79.990	30.300	0.033003	18.639	28.496	79.990	22.289	30.099	2906.2	-0.54908	21.499	0.48370	30.300	0.033003	18.639	28.496	79.990	22.289	30.099	2906.2	-0.54908	21.499	0.48370
913.63	148.41	undefined	18.676	28.550	80.030	30.300	0.033003	18.676	28.550	80.030	22.293	30.102	2908.5	-0.54897	21.528	0.48437	30.300	0.033003	18.676	28.550	80.030	22.293	30.102	2908.5	-0.54897	21.528	0.48437
915.27	148.67	undefined	18.712	28.603	80.070	30.300	0.033003	18.712	28.603	80.070	22.298	30.106	2910.8	-0.54887	21.557	0.48505	30.300	0.033003	18.712	28.603	80.070	22.298	30.106	2910.8	-0.54887	21.557	0.48505
916.92	148.92	undefined	18.749	28.657	80.110	30.300	0.033003	18.749	28.657	80.110	22.303	30.110	2913.0	-0.54877	21.586	0.48572	30.300	0.033003	18.749	28.657	80.110	22.303	30.110	2913.0	-0.54877	21.586	0.48572
918.56	149.18	undefined	18.786	28.711	80.150	30.300	0.033003	18.786	28.711	80.150	22.307	30.114	2915.3	-0.54866	21.615	0.48639	30.300	0.033003	18.786	28.711	80.150	22.307	30.114	2915.3	-0.54866	21.615	0.48639
920.20	149.44	undefined	18.822	28.764	80.190	30.300	0.033003	18.822	28.764	80.190	22.312	30.117	2917.6	-0.54856	21.644	0.48707	30.300	0.033003	18.822	28.764	80.190	22.312	30.117	2917.6	-0.54856	21.644	0.48707
921.84	149.69	undefined	18.859	28.818	80.230	30.300	0.033003	18.859	28.818	80.230	22.316	30.121	2919.9	-0.54845	21.673	0.48774	30.300	0.033003	18.859	28.818	80.230	22.316	30.121	2919.9	-0.54845	21.673	0.48774
923.48	149.95	undefined	18.895	28.872	80.270	30.300	0.033003	18.895	28.872	80.270	22.321	30.125	2922.1	-0.54834	21.702	0.48841	30.300	0.033003	18.895	28.872	80.270	22.321	30.125	2922.1	-0.54834	21.702	0.48841
925.12	150.20	undefined	18.932	28.925	80.309	30.300	0.033003	18.932	28.925	80.309	22.326	30.129	2924.4	-0.54824	21.731	0.48909	30.300	0.033003	18.932	28.925	80.309	22.326	30.129	2924.4	-0.54824	21.731	0.48909
926.77	150.46	undefined	18.969	28.979	80.349	30.300	0.033003	18.969	28.979	80.349	22.330	30.133	2926.6	-0.54813	21.760	0.48976	30.300	0.033003	18.969	28.979	80.349	22.330	30.133	2926.6	-0.54813	21.760	0.48976
928.41	150.72	undefined	19.005	29.033	80.388	30.300	0.033003	19.005	29.033	80.388	22.335	30.137	2928.9	-0.54802	21.789	0.49043	30.300	0.033003	19.005	29.033	80.388	22.335	30.137	2928.9	-0.54802	21.789	0.49043
930.05	150.97	undefined	19.042	29.086	80.428	30.300	0.033003	19.042	29.086	80.428	22.340	30.141	2931.1	-0.54791	21.818	0.49111	30.300	0.033003	19.042	29.086	80.428	22.340	30.141	2931.1	-0.54791	21.818	0.49111
931.69	151.23	undefined	19.079	29.140	80.467	30.300	0.033003	19.079	29.140	80.467	22.345	30.145	2933.4	-0.54780	21.847	0.49178	30.300	0.033003	19.079	29.140	80.467	22.345	30.145	2933.4	-0.54780	21.847	0.49178
933.33	151.49	undefined	19.115	29.194	80.507	30.300	0.033003	19.115	29.194	80.507	22.349	30.149	2935.6	-0.54769	21.876	0.49246	30.300	0.033003	19.115	29.194	80.507	22.349	30.149	2935.6	-0.54769	21.876	0.49246
934.97	151.74	undefined	19.152	29.248	80.546	30.300	0.033003	19.152	29.248	80.546	22.354	30.153	2937.9	-0.54758	21.905	0.49313	30.300	0.033003	19.152	29.248	80.546	22.354	30.153	2937.9	-0.54758	21.905	0.49313
936.62	152.00	undefined	19.189	29.301	80.585	30.300	0.033003	19.189	29.301	80.585	22.359	30.157	2940.1	-0.54747	21.935	0.49381	30.300	0.033003	19.189	29.301	80.585	22.359	30.157	2940.1	-0.54747	21.935	0.49381
938.26	152.25	undefined	19.226	29.355	80.624	30.300	0.033003	19.226	29.355	80.624	22.364	30.161	2942.4	-0.54736	21.964	0.49449	30.300	0.033003	19.226	29.355	80.624	22.364	30.161	2942.4	-0.54736	21.964	0.49449
939.90	152.51	undefined	19.262	29.409	80.663	30.300	0.033003	19.262	29.409	80.663	22.369	30.165	2944.6	-0.54725	21.993	0.49516	30.300	0.033003	19.262	29.409	80.663	22.369	30.165	2944.6	-0.54725	21.993	0.49516
941.54	152.76	undefined	19.299	29.463	80.702	30.300	0.033003	19.299	29.463	80.702	22.373	30.169	2946.8	-0.54713	22.022	0.49584	30.300	0.033003	19.299	29.463	80.702	22.373	30.169	2946.8	-0.54713	22.022	0.49584
943.18	153.02	undefined	19.336	29.516	80.741	30.300	0.033003	19.336	29.516	80.741	22.378	30.173	2949.1	-0.54702	22.051	0.49651	30.300	0.033003	19.336	29.516	80.741	22.378	30.173	2949.1	-0.54702	22.051	0.49651
944.82	153.28	undefined	19.373	29.570	80.780	30.300	0.033003	19.373	29.570	80.780	22.383	30.177	2951.3	-0.54691	22.080	0.49719	30.300	0.033003	19.373	29.570	80.780	22.383	30.177	2951.3	-0.54691	22.080	0.49719
946.47	153.53	undefined	19.409	29.624	80.819	30.300	0.033003	19.409	29.624	80.819	22.388	30.181	2953.5	-0.54679	22.109	0.49787	30.300	0.033003	19.409	29.624	80.819	22.388	30.181	2953.5	-0.54679	22.109	0.49787
948.11	153.79	undefined	19.446	29.678	80.858	30.300	0.033003	19.446	29.678	80.858	22.393	30.185	2955.7	-0.54668	22.138	0.49854	30.300	0.033003	19.446	29.678	80.858	22.393	30.185	2955.7	-0.54668	22.138	0.49854
949.75	154.04	undefined	19.483	29.731	80.897	30.300	0.033003	19.483	29.731	80.897	22.398	30.189	2958.0	-0.54657	22.167	0.49922	30.300	0.033003	19.483	29.731	80.897	22.398	30.189	2958.0	-0.54657	22.167	0.49922
951.39	154.30	undefined	19.520	29.785	80.935	30.300	0.033003	19.520	29.785	80.935	22.403	30.193	2960.2	-0.54645	22.196	0.49990	30.300	0.033003	19.520	29.785	80.935	22.403	30.193	2960.2	-0.54645	22.196	0.49990
953.03	154.55	undefined	19.556	29.839	80.974	30.300	0.033003	19.556	29.839	80.974	22.408	30.198	2962.4	-0.54633	22.225	0.50057	30.300	0.033003	19.556	29.839	80.974	22.408	30.198	2962.4	-0.54633	22.225	0.50057
954.67	154.81	undefined	19.593	29.893	81.013	30.300	0.033003	19.593	29.893	81.013	22.413	30.202	2964.6	-0.54622	22.255	0.50125	30.300	0.033003	19.593	29.893	81.013	22.413	30.202	2964.6	-0.54622	22.255	0.50125
956.32	155.07	undefined	19.630	29.947	81.051	30.300	0.033003	19.630	29.947	81.051	22.418	30.206	2966.8	-0.54610	22.284	0.50193	30.300	0.033003	19.630	29.947	81.051	22.418	30.206	2966.8	-0.54610	22.284	0.50193
957.96	155.32	undefined	19.667	30.000	81.090	30.300	0.033003	19.667	30.000	81.090	22.423	30.210	2969.0	-0.54598	22.313	0.50261	30.300	0.033003	19.667	30.000	81.090	22.423	30.210	2969.0	-0.54598	22.313	0.50261
959.60	155.58	undefined	19.704	30.054	81.128	30.300	0.033003	19.704	30.054	81.128	22.428	30.214	2971.2	-0.54587	22.342	0.50328	30.300	0.033003	19.704	30.054	81.128	22.428	30.214	2971.2	-0.54587	22.342	0.50328
961.24	155.83	undefined	19.740	30.108	81.166	30.300	0.033003	19.740	30.108	81.166	22.433	30.219	2973.4	-0.54575	22.371	0.50396	30.300	0.033003	19.740	30.108	81.166	22.433	30.219	2973.4	-0.54575	22.371	0.50396
962.88	156.09	undefined	19.777	30.162	81.205	30.300	0.033003	19.777	30.162	81.205	22.438	30.223	2975.6	-0.54563	22.400	0.50464	30.300	0.033003	19.777	30.162	81.205	22.438	30.223	2975.6	-0.54563	22.400	0.50464
964.52	156.34	undefined	19.814	30.216	81.243	30.300	0.033003	19.814	30.216	81.243	22.443	30.227	2977.8	-0.54551	22.429	0.50532	30.300	0.033003	19.814	30.216	81.243	22.443	30.227	2977.8	-0.54551	22.429	0.50532
966.17	156.60	undefined	19.851	30.269	81.281	30.300	0.033003	19.851	30.269	81.281	22.448	30.232	2980.0	-0.54539	22.458	0.50600	30.300	0.033003	19.851	30.269	81.281	22.448	30.232	2980.0	-0.54539	22.458	0.50600
967.81	156.85	undefined	19.888	30.323	81.319	30.300	0.033003	19.888	30.323	81.319	22.453	30.236	2982.2	-0.54527	22.488	0.50668	30.300	0.033003	19.888	30.323	81.319	22.453	30.236	2982.2	-0.54527	22.488	0.50668
969.45	157.11	undefined	19.925	30.377	81.357	30.300	0.033003	19.925	30.377	81.357	22.458	30.240	2984.4	-0.54515	22.517	0.50736	30.300	0.033003	19.925	30.377	81.357	22.458	30.240	2984.4	-0.54515	22.517	0.50736
971.09	157.36	undefined	19.961	30.431	81.395	30.300	0.033003	19.961	30.431	81.395	22.463	30.245	2986.6	-0.54503	22.546	0.50804	30.300	0.033003	19.961	30.431	81.395	22.463	30.245	2986.6	-0.54503	22.546	0.50804
972.73	157.62	undefined	19.998	30.485	81.433	30.300	0.033003	19.998	30.485	81.433	22.468	30.249	2988.8	-0.54491	22.575	0.50872	30.300	0.033003	19.998	30.485	81.433	22.468	30.249	2988.8	-0.54491	22.575	0.50872
974.37	157.87	undefined	20.035	30.539	81.471	30.300	0.033003	20.035	30.539	81.471	22.473	30.254	2990.9	-0.54478	22.604	0.50940	30.300	0.033003	20.035	30.539	81.471	22.473	30.254	2990.9	-0.54478	22.604	0.50940
976.02	158.13	undefined	20.072	30.593	81.509	30.300	0.033003	20.072	30.593	81.509	22.478	30.258	2993.1	-0.54466	22.633	0.51008	30.300	0.033003	20.072	30.593	81.509	22.478	30.258	2993.1	-0.54466	22.633	0.51008
977.66	158.39	undefined	20.109	30.647	81.547	30.300	0.033003	20.109	30.647	81.547	22.484	30.262	2995.3	-0.54454	22.662	0.51076	30.300	0.033003	20.109	30.647	81.547	22.484	30.262	2995.3	-0.54454	22.662	0.51076
979.30	158.64	undefined	20.146	30.700	81.584	30.300	0.033003	20.146	30.700	81.584	22.489	30.267	2997.5	-0.54441	22.692	0.51144	30.300	0.033003	20.146	30.700	81.584	22.489	30.267	2997.5	-0.54441	22.692	0.51144
980.94	158.90	undefined	20.183	30.754	81.622	30.300	0.033003	20.183	30.754	81.622	22.494	30.271	2999.6	-0.54429	22.721	0.51212	30.300	0.033003	20.183	30.754	81.622	22.494	30.271	2999.6	-0.54429	22.721	0.51212
982.58	159.15	undefined	20.220	30.808	81.660	30.300	0.033003	20.220	30.808	81.660	22.499	30.276	3001.8	-0.54417	22.750	0.51280	30.300	0.033003	20.220	30.808	81.660	22.499	30.276	3001.8	-0.54417	22.750	0.51280
984.22	159.41	undefined	20.257	30.862	81.697	30.300	0.033003	20.257	30.862	81.697	22.504	30.280	3004.0	-0.54404	22.779	0.51348	30.300	0.033003	20.257	30.862	81.697	22.504	30.280	3004.0	-0.54404	22.779	0.51348
985.87	159.66	undefined	20.294	30.916	81.735	30.300	0.033003	20.294	30.916	81.735	22.510	30.285	3006.1	-0.54392	22.808	0.51416	30.300	0.033003	20.294	30.916	81.735	22.510	30.285	3006.1	-0.54392	22.808	0.51416
987.51	159.92	undefined	20.331	30.970	81.772	30.300	0.033003	20.331	30.970	81.772	22.515	30.289	3008.3	-0.54379	22.837	0.51484	30.300	0.033003	20.331	30.970	81.772	22.515	30.289	3008.3	-0.54379	22.837	0.51484
989.15	160.17	undefined	20.368	31.024	81.810	30.300	0.033003	20.368	31.024	81.810	22.520	30.294	3010.5	-0.54366	22.867	0.51552	30.300	0.033003	20.368	31.024	81.810	22.520	30.294	3010.5	-0.54366	22.867	0.51552
