#Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
81.000	0.15251	789.27	0.0012670	-3.2132	-3.2078	82.030	29.795	57.752	814.07	-0.31574	139.82	0.13760	0.0080616	6.7317	0.14855	1.6007	2.2353	149.23	21.845	32.323	177.38	24.931	5.7313	0.0076295
81.500	0.16082	786.92	0.0012708	-3.1844	-3.1787	82.384	29.720	57.842	808.91	-0.31185	137.28	0.13661	0.0079506	7.0713	0.14142	1.6078	2.2449	148.93	21.881	32.454	177.70	24.661	5.7713	0.0076922
82.000	0.16947	784.56	0.0012746	-3.1557	-3.1496	82.736	29.645	57.934	803.74	-0.30785	134.81	0.13562	0.0078399	7.4237	0.13470	1.6147	2.2542	148.64	21.918	32.589	178.00	24.397	5.8115	0.0077554
82.500	0.17846	782.18	0.0012785	-3.1268	-3.1205	83.087	29.572	58.031	798.56	-0.30374	132.41	0.13462	0.0077295	7.7892	0.12838	1.6216	2.2634	148.35	21.956	32.729	178.30	24.138	5.8519	0.0078193
83.000	0.18780	779.80	0.0012824	-3.0980	-3.0913	83.436	29.499	58.130	793.36	-0.29951	130.07	0.13363	0.0076195	8.1680	0.12243	1.6284	2.2725	148.06	21.994	32.873	178.60	23.884	5.8924	0.0078837
83.500	0.19750	777.40	0.0012863	-3.0691	-3.0620	83.783	29.427	58.233	788.15	-0.29516	127.80	0.13264	0.0075097	8.5606	0.11681	1.6351	2.2814	147.78	22.034	33.021	178.88	23.637	5.9331	0.0079488
84.000	0.20757	774.99	0.0012903	-3.0402	-3.0327	84.129	29.355	58.340	782.93	-0.29068	125.58	0.13165	0.0074003	8.9672	0.11152	1.6416	2.2901	147.49	22.074	33.174	179.16	23.394	5.9741	0.0080146
84.500	0.21803	772.57	0.0012944	-3.0112	-3.0033	84.473	29.285	58.451	777.69	-0.28608	123.41	0.13066	0.0072912	9.3883	0.10652	1.6480	2.2986	147.22	22.115	33.333	179.42	23.156	6.0152	0.0080811
85.000	0.22886	770.13	0.0012985	-2.9822	-2.9739	84.815	29.215	58.566	772.44	-0.28135	121.31	0.12966	0.0071824	9.8241	0.10179	1.6544	2.3070	146.94	22.157	33.496	179.68	22.923	6.0565	0.0081483
85.500	0.24010	767.69	0.0013026	-2.9531	-2.9444	85.157	29.146	58.685	767.17	-0.27648	119.25	0.12868	0.0070739	10.275	0.097322	1.6606	2.3152	146.67	22.200	33.664	179.93	22.694	6.0980	0.0082163
86.000	0.25174	765.23	0.0013068	-2.9240	-2.9148	85.496	29.078	58.808	761.89	-0.27146	117.25	0.12769	0.0069658	10.742	0.093096	1.6666	2.3232	146.40	22.244	33.838	180.17	22.470	6.1397	0.0082850
86.500	0.26379	762.75	0.0013110	-2.8949	-2.8852	85.835	29.011	58.936	756.59	-0.26630	115.29	0.12670	0.0068580	11.224	0.089095	1.6726	2.3310	146.14	22.289	34.018	180.40	22.250	6.1816	0.0083546
87.000	0.27626	760.26	0.0013153	-2.8657	-2.8555	86.172	28.944	59.068	751.28	-0.26099	113.38	0.12572	0.0067505	11.723	0.085305	1.6784	2.3386	145.87	22.334	34.204	180.63	22.035	6.2238	0.0084251
87.500	0.28916	757.76	0.0013197	-2.8364	-2.8257	86.507	28.879	59.206	745.95	-0.25553	111.52	0.12473	0.0066434	12.238	0.081713	1.6841	2.3461	145.61	22.381	34.395	180.84	21.823	6.2662	0.0084965
88.000	0.30251	755.24	0.0013241	-2.8071	-2.7959	86.842	28.814	59.348	740.60	-0.24990	109.70	0.12375	0.0065366	12.770	0.078307	1.6897	2.3533	145.36	22.429	34.593	181.05	21.616	6.3088	0.0085688
88.500	0.31630	752.71	0.0013285	-2.7777	-2.7660	87.175	28.750	59.495	735.23	-0.24410	107.92	0.12276	0.0064301	13.320	0.075074	1.6952	2.3604	145.10	22.478	34.797	181.25	21.412	6.3516	0.0086420
89.000	0.33055	750.16	0.0013330	-2.7483	-2.7360	87.507	28.687	59.647	729.84	-0.23813	106.18	0.12177	0.0063240	13.888	0.072005	1.7005	2.3672	144.85	22.528	35.008	181.43	21.212	6.3948	0.0087163
89.500	0.34527	747.60	0.0013376	-2.7189	-2.7059	87.838	28.625	59.806	724.44	-0.23198	104.48	0.12079	0.0062183	14.474	0.069089	1.7056	2.3739	144.59	22.579	35.226	181.61	21.016	6.4382	0.0087917
90.000	0.36046	745.02	0.0013422	-2.6893	-2.6758	88.167	28.564	59.969	719.01	-0.22564	102.82	0.11980	0.0061129	15.079	0.066317	1.7107	2.3803	144.35	22.631	35.451	181.78	20.823	6.4818	0.0088682
90.500	0.37613	742.43	0.0013469	-2.6597	-2.6455	88.496	28.503	60.139	713.56	-0.21911	101.19	0.11882	0.0060078	15.703	0.063681	1.7155	2.3865	144.10	22.684	35.684	181.95	20.633	6.5257	0.0089458
91.000	0.39230	739.82	0.0013517	-2.6301	-2.6152	88.823	28.444	60.315	708.09	-0.21237	99.602	0.11783	0.0059031	16.347	0.061172	1.7203	2.3925	143.85	22.738	35.925	182.10	20.446	6.5700	0.0090247
91.500	0.40898	737.19	0.0013565	-2.6003	-2.5848	89.149	28.385	60.498	702.60	-0.20543	98.046	0.11685	0.0057988	17.011	0.058784	1.7249	2.3983	143.61	22.793	36.174	182.24	20.263	6.6145	0.0091048
92.000	0.42616	734.54	0.0013614	-2.5705	-2.5543	89.475	28.327	60.687	697.09	-0.19827	96.522	0.11586	0.0056949	17.696	0.056509	1.7293	2.4039	143.37	22.850	36.431	182.38	20.082	6.6593	0.0091862
92.500	0.44386	731.88	0.0013664	-2.5407	-2.5237	89.799	28.271	60.884	691.55	-0.19088	95.030	0.11488	0.0055913	18.403	0.054340	1.7336	2.4092	143.13	22.908	36.697	182.50	19.905	6.7045	0.0092690
93.000	0.46210	729.19	0.0013714	-2.5107	-2.4930	90.123	28.215	61.088	685.99	-0.18326	93.568	0.11389	0.0054881	19.131	0.052272	1.7377	2.4143	142.89	22.967	36.973	182.62	19.730	6.7499	0.0093533
93.500	0.48087	726.49	0.0013765	-2.4807	-2.4622	90.445	28.160	61.299	680.41	-0.17540	92.136	0.11291	0.0053853	19.881	0.050300	1.7416	2.4192	142.65	23.028	37.258	182.72	19.558	6.7957	0.0094390
94.000	0.50020	723.77	0.0013817	-2.4506	-2.4313	90.767	28.106	61.519	674.80	-0.16728	90.731	0.11192	0.0052828	20.654	0.048416	1.7454	2.4238	142.42	23.089	37.554	182.82	19.388	6.8419	0.0095263
94.500	0.52008	721.03	0.0013869	-2.4205	-2.4003	91.088	28.053	61.747	669.16	-0.15890	89.354	0.11094	0.0051808	21.451	0.046618	1.7490	2.4282	142.18	23.152	37.860	182.91	19.221	6.8884	0.0096153
95.000	0.54052	718.26	0.0013922	-2.3902	-2.3691	91.408	28.001	61.983	663.50	-0.15025	88.004	0.10995	0.0050791	22.272	0.044900	1.7525	2.4324	141.95	23.217	38.177	182.99	19.057	6.9353	0.0097060
95.500	0.56155	715.48	0.0013977	-2.3599	-2.3379	91.727	27.950	62.229	657.81	-0.14131	86.678	0.10897	0.0049779	23.118	0.043257	1.7558	2.4362	141.72	23.283	38.506	183.06	18.895	6.9826	0.0097984
