#Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
91.000	0.012164	451.07	0.0022170	-1.1361	-1.1357	-11.208	34.744	54.045	1535.8	-0.48126	191.76	0.21083	0.017002	0.25996	3.8468	6.8382	7.5889	84.667	25.250	33.866	249.51	47.514	3.6080	0.0088333
91.500	0.012962	450.40	0.0022202	-1.1091	-1.1086	-10.911	34.692	54.073	1531.3	-0.48016	188.90	0.21023	0.016903	0.27560	3.6285	6.8501	7.6046	84.315	25.261	33.890	250.14	46.863	3.6247	0.0088904
92.000	0.013801	449.74	0.0022235	-1.0820	-1.0815	-10.617	34.641	54.102	1526.7	-0.47905	186.13	0.20964	0.016804	0.29197	3.4250	6.8619	7.6202	83.967	25.272	33.916	250.76	46.227	3.6414	0.0089478
92.500	0.014685	449.07	0.0022268	-1.0550	-1.0545	-10.324	34.591	54.131	1522.2	-0.47791	183.44	0.20903	0.016704	0.30910	3.2352	6.8736	7.6358	83.625	25.284	33.942	251.37	45.607	3.6581	0.0090054
93.000	0.015613	448.40	0.0022302	-1.0279	-1.0274	-10.032	34.542	54.162	1517.6	-0.47675	180.84	0.20843	0.016605	0.32702	3.0579	6.8854	7.6513	83.288	25.296	33.969	251.99	45.000	3.6749	0.0090633
93.500	0.016589	447.73	0.0022335	-1.0008	-1.0002	-9.7413	34.493	54.194	1513.0	-0.47557	178.32	0.20782	0.016506	0.34574	2.8923	6.8971	7.6668	82.955	25.308	33.996	252.60	44.409	3.6918	0.0091214
94.000	0.017613	447.05	0.0022369	-0.97375	-0.97311	-9.4523	34.445	54.226	1508.4	-0.47436	175.87	0.20720	0.016406	0.36530	2.7375	6.9088	7.6823	82.627	25.320	34.025	253.20	43.831	3.7087	0.0091797
94.500	0.018688	446.38	0.0022402	-0.94664	-0.94596	-9.1647	34.397	54.260	1503.7	-0.47313	173.49	0.20658	0.016307	0.38572	2.5926	6.9205	7.6977	82.303	25.333	34.054	253.80	43.266	3.7256	0.0092382
95.000	0.019815	445.71	0.0022436	-0.91951	-0.91880	-8.8784	34.350	54.294	1499.1	-0.47188	171.18	0.20596	0.016208	0.40702	2.4569	6.9321	7.7131	81.984	25.345	34.084	254.39	42.714	3.7425	0.0092970
95.500	0.020996	445.03	0.0022470	-0.89237	-0.89161	-8.5934	34.304	54.330	1494.5	-0.47060	168.92	0.20534	0.016109	0.42923	2.3297	6.9437	7.7285	81.669	25.358	34.114	254.98	42.174	3.7595	0.0093561
96.000	0.022233	444.35	0.0022505	-0.86521	-0.86441	-8.3097	34.258	54.366	1489.8	-0.46931	166.73	0.20471	0.016010	0.45238	2.2105	6.9553	7.7438	81.359	25.372	34.145	255.57	41.647	3.7765	0.0094154
96.500	0.023528	443.67	0.0022539	-0.83803	-0.83718	-8.0274	34.213	54.402	1485.1	-0.46799	164.59	0.20407	0.015910	0.47649	2.0987	6.9669	7.7590	81.052	25.385	34.178	256.15	41.132	3.7936	0.0094749
97.000	0.024882	442.99	0.0022574	-0.81084	-0.80994	-7.7463	34.168	54.440	1480.4	-0.46664	162.51	0.20344	0.015811	0.50159	1.9937	6.9784	7.7742	80.750	25.399	34.211	256.73	40.628	3.8107	0.0095347
97.500	0.026298	442.31	0.0022608	-0.78362	-0.78267	-7.4664	34.124	54.478	1475.7	-0.46528	160.47	0.20280	0.015712	0.52771	1.8950	6.9899	7.7894	80.452	25.413	34.244	257.30	40.135	3.8278	0.0095948
98.000	0.027778	441.63	0.0022643	-0.75639	-0.75538	-7.1878	34.080	54.517	1471.0	-0.46389	158.48	0.20216	0.015613	0.55488	1.8022	7.0013	7.8045	80.158	25.427	34.279	257.87	39.653	3.8449	0.0096551
98.500	0.029324	440.95	0.0022679	-0.72914	-0.72808	-6.9105	34.036	54.557	1466.3	-0.46248	156.54	0.20151	0.015514	0.58312	1.7149	7.0128	7.8195	79.867	25.442	34.314	258.43	39.181	3.8621	0.0097156
99.000	0.030937	440.26	0.0022714	-0.70187	-0.70075	-6.6343	33.993	54.598	1461.5	-0.46105	154.64	0.20086	0.015415	0.61246	1.6328	7.0242	7.8345	79.581	25.456	34.350	258.99	38.720	3.8793	0.0097764
99.500	0.032621	439.57	0.0022749	-0.67459	-0.67340	-6.3593	33.950	54.639	1456.8	-0.45960	152.78	0.20021	0.015316	0.64293	1.5554	7.0355	7.8495	79.298	25.471	34.387	259.54	38.268	3.8966	0.0098375
100.00	0.034376	438.89	0.0022785	-0.64728	-0.64602	-6.0856	33.908	54.681	1452.0	-0.45812	150.97	0.19956	0.015217	0.67457	1.4824	7.0469	7.8644	79.019	25.487	34.425	260.09	37.826	3.9139	0.0098989
100.50	0.036205	438.20	0.0022821	-0.61995	-0.61862	-5.8129	33.866	54.723	1447.3	-0.45662	149.19	0.19890	0.015118	0.70739	1.4136	7.0582	7.8793	78.743	25.502	34.464	260.64	37.394	3.9312	0.0099605
101.00	0.038111	437.50	0.0022857	-0.59260	-0.59120	-5.5415	33.824	54.766	1442.5	-0.45509	147.44	0.19824	0.015019	0.74143	1.3487	7.0694	7.8941	78.471	25.518	34.504	261.18	36.970	3.9485	0.010022
101.50	0.040095	436.81	0.0022893	-0.56523	-0.56376	-5.2712	33.783	54.810	1437.7	-0.45354	145.73	0.19758	0.014920	0.77672	1.2875	7.0807	7.9088	78.202	25.534	34.544	261.71	36.556	3.9658	0.010085
102.00	0.042160	436.12	0.0022930	-0.53784	-0.53629	-5.0020	33.741	54.854	1432.9	-0.45197	144.06	0.19692	0.014821	0.81329	1.2296	7.0918	7.9235	77.937	25.550	34.585	262.24	36.150	3.9832	0.010147
102.50	0.044309	435.42	0.0022966	-0.51043	-0.50880	-4.7339	33.700	54.900	1428.1	-0.45038	142.41	0.19625	0.014722	0.85117	1.1749	7.1030	7.9381	77.675	25.566	34.628	262.76	35.752	4.0006	0.010210
103.00	0.046542	434.72	0.0023003	-0.48300	-0.48129	-4.4669	33.660	54.945	1423.3	-0.44875	140.80	0.19558	0.014624	0.89039	1.1231	7.1141	7.9527	77.416	25.583	34.671	263.28	35.363	4.0181	0.010273
103.50	0.048863	434.02	0.0023040	-0.45555	-0.45374	-4.2009	33.619	54.992	1418.4	-0.44711	139.22	0.19491	0.014525	0.93098	1.0741	7.1252	7.9672	77.161	25.600	34.715	263.80	34.982	4.0355	0.010336
104.00	0.051275	433.32	0.0023078	-0.42808	-0.42618	-3.9361	33.579	55.039	1413.6	-0.44544	137.66	0.19424	0.014426	0.97298	1.0278	7.1362	7.9817	76.908	25.617	34.760	264.31	34.608	4.0530	0.010400
104.50	0.053778	432.62	0.0023115	-0.40058	-0.39859	-3.6723	33.539	55.087	1408.7	-0.44374	136.14	0.19356	0.014328	1.0164	0.98386	7.1472	7.9961	76.659	25.635	34.806	264.81	34.242	4.0705	0.010464
105.00	0.056377	431.92	0.0023153	-0.37306	-0.37097	-3.4096	33.500	55.135	1403.9	-0.44202	134.64	0.19289	0.014229	1.0613	0.94224	7.1582	8.0104	76.413	25.652	34.853	265.31	33.883	4.0881	0.010528
105.50	0.059073	431.21	0.0023191	-0.34552	-0.34332	-3.1479	33.460	55.184	1399.0	-0.44027	133.16	0.19221	0.014130	1.1077	0.90277	7.1691	8.0247	76.169	25.670	34.901	265.80	33.532	4.1056	0.010592
106.00	0.061868	430.50	0.0023229	-0.31795	-0.31565	-2.8872	33.421	55.234	1394.1	-0.43850	131.71	0.19153	0.014032	1.1556	0.86533	7.1800	8.0389	75.929	25.688	34.950	266.29	33.187	4.1232	0.010657
106.50	0.064766	429.79	0.0023267	-0.29037	-0.28795	-2.6275	33.382	55.284	1389.2	-0.43669	130.28	0.19084	0.013934	1.2051	0.82980	7.1908	8.0530	75.691	25.707	35.000	266.78	32.849	4.1408	0.010722
107.00	0.067769	429.08	0.0023306	-0.26276	-0.26022	-2.3688	33.343	55.335	1384.3	-0.43486	128.88	0.19016	0.013835	1.2562	0.79605	7.2016	8.0671	75.456	25.725	35.051	267.26	32.518	4.1584	0.010788
107.50	0.070879	428.37	0.0023344	-0.23512	-0.23247	-2.1111	33.305	55.387	1379.4	-0.43301	127.50	0.18947	0.013737	1.3089	0.76398	7.2124	8.0811	75.224	25.744	35.103	267.73	32.194	4.1761	0.010854
108.00	0.074099	427.65	0.0023383	-0.20746	-0.20468	-1.8544	33.266	55.439	1374.5	-0.43112	126.14	0.18879	0.013639	1.3633	0.73351	7.2231	8.0950	74.995	25.763	35.156	268.20	31.875	4.1938	0.010920
108.50	0.077431	426.94	0.0023423	-0.17978	-0.17687	-1.5986	33.228	55.493	1369.6	-0.42921	124.80	0.18810	0.013541	1.4194	0.70452	7.2337	8.1089	74.768	25.783	35.210	268.66	31.563	4.2115	0.010986
109.00	0.080879	426.22	0.0023462	-0.15207	-0.14903	-1.3438	33.190	55.546	1364.6	-0.42726	123.48	0.18741	0.013443	1.4772	0.67694	7.2444	8.1227	74.544	25.802	35.265	269.12	31.257	4.2292	0.011053
109.50	0.084444	425.50	0.0023502	-0.12434	-0.12116	-1.0899	33.152	55.601	1359.7	-0.42529	122.18	0.18672	0.013345	1.5368	0.65070	7.2549	8.1364	74.322	25.822	35.321	269.57	30.957	4.2469	0.011120
110.00	0.088130	424.78	0.0023542	-0.096585	-0.093257	-0.83691	33.115	55.656	1354.7	-0.42328	120.90	0.18602	0.013247	1.5982	0.62570	7.2654	8.1501	74.103	25.842	35.378	270.01	30.662	4.2647	0.011188
110.50	0.091939	424.05	0.0023582	-0.068803	-0.065325	-0.58487	33.077	55.712	1349.7	-0.42125	119.64	0.18533	0.013149	1.6614	0.60189	7.2759	8.1637	73.886	25.862	35.437	270.46	30.373	4.2825	0.011255
111.00	0.095874	423.33	0.0023622	-0.040996	-0.037362	-0.33373	33.040	55.769	1344.8	-0.41918	118.40	0.18463	0.013051	1.7266	0.57919	7.2864	8.1772	73.671	25.883	35.496	270.89	30.090	4.3003	0.011323
111.50	0.099937	422.60	0.0023663	-0.013162	-0.0093685	-0.083487	33.003	55.827	1339.8	-0.41709	117.17	0.18394	0.012953	1.7936	0.55755	7.2967	8.1906	73.459	25.904	35.557	271.32	29.812	4.3181	0.011392
112.00	0.10413	421.87	0.0023704	0.014697	0.018657	0.16587	32.966	55.885	1334.8	-0.41495	115.97	0.18324	0.012856	1.8625	0.53690	7.3071	8.2040	73.249	25.925	35.619	271.75	29.539	4.3360	0.011461
112.50	0.10846	421.14	0.0023745	0.042583	0.046715	0.41436	32.929	55.944	1329.8	-0.41279	114.78	0.18254	0.012758	1.9335	0.51720	7.3174	8.2173	73.042	25.946	35.682	272.16	29.271	4.3539	0.011530
113.00	0.11293	420.40	0.0023787	0.070495	0.074805	0.66199	32.893	56.004	1324.7	-0.41059	113.60	0.18184	0.012660	2.0065	0.49839	7.3276	8.2305	72.836	25.968	35.747	272.58	29.008	4.3718	0.011600
113.50	0.11753	419.67	0.0023828	0.098435	0.10293	0.90876	32.857	56.065	1319.7	-0.40836	112.44	0.18114	0.012563	2.0815	0.48043	7.3378	8.2436	72.633	25.989	35.812	272.99	28.750	4.3897	0.011670
114.00	0.12228	418.93	0.0023870	0.12640	0.13108	1.1547	32.820	56.127	1314.7	-0.40609	111.30	0.18044	0.012466	2.1586	0.46326	7.3479	8.2567	72.432	26.011	35.879	273.39	28.497	4.4077	0.011740
114.50	0.12717	418.19	0.0023913	0.15440	0.15927	1.3998	32.784	56.190	1309.6	-0.40379	110.17	0.17973	0.012368	2.2379	0.44685	7.3580	8.2697	72.233	26.034	35.947	273.78	28.248	4.4256	0.011811
115.00	0.13221	417.45	0.0023955	0.18242	0.18750	1.6441	32.749	56.253	1304.6	-0.40145	109.06	0.17903	0.012271	2.3193	0.43116	7.3680	8.2825	72.036	26.056	36.016	274.17	28.004	4.4436	0.011882
115.50	0.13741	416.70	0.0023998	0.21047	0.21576	1.8875	32.713	56.317	1299.5	-0.39908	107.96	0.17833	0.012174	2.4030	0.41615	7.3780	8.2953	71.841	26.079	36.087	274.56	27.765	4.4616	0.011954
116.00	0.14275	415.96	0.0024041	0.23855	0.24405	2.1302	32.677	56.383	1294.4	-0.39666	106.88	0.17762	0.012077	2.4888	0.40179	7.3879	8.3081	71.648	26.102	36.159	274.94	27.529	4.4797	0.012026
116.50	0.14826	415.21	0.0024084	0.26666	0.27238	2.3721	32.642	56.449	1289.4	-0.39421	105.81	0.17691	0.011980	2.5770	0.38804	7.3978	8.3207	71.456	26.125	36.232	275.31	27.298	4.4978	0.012098
117.00	0.15392	414.46	0.0024128	0.29479	0.30075	2.6132	32.607	56.516	1284.3	-0.39172	104.75	0.17621	0.011884	2.6675	0.37488	7.4076	8.3333	71.267	26.148	36.307	275.68	27.071	4.5159	0.012171
117.50	0.15975	413.70	0.0024172	0.32296	0.32916	2.8535	32.572	56.584	1279.2	-0.38918	103.71	0.17550	0.011787	2.7604	0.36226	7.4173	8.3457	71.080	26.172	36.383	276.04	26.848	4.5340	0.012244
118.00	0.16574	412.95	0.0024216	0.35116	0.35760	3.0931	32.537	56.653	1274.0	-0.38661	102.68	0.17479	0.011690	2.8557	0.35017	7.4270	8.3581	70.894	26.196	36.461	276.40	26.629	4.5521	0.012318
118.50	0.17190	412.19	0.0024261	0.37938	0.38607	3.3319	32.502	56.724	1268.9	-0.38400	101.66	0.17408	0.011594	2.9535	0.33858	7.4366	8.3704	70.710	26.220	36.540	276.75	26.413	4.5703	0.012392
119.00	0.17824	411.43	0.0024305	0.40764	0.41459	3.5700	32.468	56.795	1263.8	-0.38134	100.65	0.17337	0.011497	3.0537	0.32747	7.4462	8.3826	70.528	26.245	36.620	277.09	26.202	4.5885	0.012466
119.50	0.18474	410.67	0.0024351	0.43593	0.44315	3.8073	32.434	56.867	1258.6	-0.37864	99.660	0.17266	0.011401	3.1565	0.31681	7.4557	8.3947	70.347	26.270	36.703	277.43	25.994	4.6067	0.012541
120.00	0.19143	409.90	0.0024396	0.46425	0.47174	4.0439	32.400	56.941	1253.5	-0.37589	98.680	0.17195	0.011305	3.2619	0.30657	7.4652	8.4067	70.168	26.295	36.786	277.76	25.790	4.6250	0.012617
120.50	0.19830	409.13	0.0024442	0.49260	0.50038	4.2798	32.366	57.015	1248.3	-0.37310	97.711	0.17124	0.011209	3.3698	0.29675	7.4746	8.4186	69.991	26.320	36.871	278.09	25.589	4.6433	0.012693
121.00	0.20535	408.36	0.0024488	0.52099	0.52906	4.5150	32.332	57.091	1243.1	-0.37026	96.754	0.17053	0.011113	3.4805	0.28732	7.4839	8.4304	69.816	26.346	36.958	278.41	25.392	4.6616	0.012769
121.50	0.21259	407.59	0.0024534	0.54940	0.55777	4.7495	32.298	57.168	1237.9	-0.36738	95.808	0.16982	0.011017	3.5938	0.27826	7.4932	8.4422	69.642	26.371	37.046	278.72	25.198	4.6799	0.012846
122.00	0.22002	406.82	0.0024581	0.57785	0.58653	4.9833	32.265	57.246	1232.7	-0.36445	94.873	0.16911	0.010921	3.7099	0.26955	7.5024	8.4538	69.469	26.397	37.137	279.03	25.007	4.6983	0.012923
122.50	0.22764	406.04	0.0024628	0.60634	0.61533	5.2164	32.232	57.325	1227.5	-0.36146	93.950	0.16840	0.010826	3.8288	0.26118	7.5115	8.4653	69.298	26.424	37.228	279.34	24.819	4.7167	0.013001
123.00	0.23546	405.26	0.0024676	0.63486	0.64418	5.4489	32.199	57.406	1222.3	-0.35843	93.037	0.16768	0.010730	3.9506	0.25313	7.5206	8.4767	69.128	26.450	37.322	279.63	24.635	4.7351	0.013079
123.50	0.24347	404.48	0.0024723	0.66341	0.67306	5.6807	32.166	57.488	1217.1	-0.35535	92.135	0.16697	0.010635	4.0752	0.24539	7.5296	8.4881	68.960	26.477	37.417	279.92	24.454	4.7536	0.013158
124.00	0.25170	403.69	0.0024771	0.69199	0.70200	5.9118	32.133	57.571	1211.9	-0.35221	91.243	0.16626	0.010539	4.2028	0.23794	7.5385	8.4993	68.793	26.505	37.514	280.21	24.275	4.7721	0.013237
124.50	0.26012	402.90	0.0024820	0.72061	0.73097	6.1424	32.101	57.655	1206.6	-0.34903	90.361	0.16555	0.010444	4.3333	0.23077	7.5474	8.5104	68.628	26.532	37.613	280.48	24.100	4.7906	0.013317
125.00	0.26876	402.11	0.0024869	0.74927	0.75999	6.3722	32.069	57.741	1201.3	-0.34578	89.490	0.16483	0.010349	4.4669	0.22387	7.5562	8.5215	68.464	26.560	37.714	280.76	23.928	4.8092	0.013397
125.50	0.27761	401.32	0.0024918	0.77797	0.78906	6.6015	32.037	57.828	1196.1	-0.34248	88.629	0.16412	0.010254	4.6036	0.21722	7.5650	8.5324	68.301	26.588	37.817	281.02	23.758	4.8278	0.013478
126.00	0.28667	400.52	0.0024968	0.80670	0.81818	6.8301	32.005	57.917	1190.8	-0.33913	87.777	0.16341	0.010159	4.7434	0.21082	7.5736	8.5432	68.140	26.616	37.922	281.28	23.591	4.8465	0.013560
126.50	0.29595	399.72	0.0025018	0.83546	0.84734	7.0582	31.973	58.007	1185.5	-0.33571	86.935	0.16269	0.010065	4.8863	0.20465	7.5822	8.5539	67.979	26.645	38.028	281.53	23.427	4.8652	0.013642
127.00	0.30546	398.92	0.0025068	0.86427	0.87655	7.2856	31.942	58.099	1180.2	-0.33224	86.102	0.16198	0.0099701	5.0325	0.19871	7.5907	8.5645	67.820	26.674	38.137	281.78	23.265	4.8839	0.013724
127.50	0.31518	398.11	0.0025119	0.89311	0.90581	7.5125	31.910	58.193	1174.9	-0.32870	85.279	0.16126	0.0098756	5.1820	0.19298	7.5992	8.5750	67.663	26.703	38.248	282.02	23.106	4.9027	0.013807
128.00	0.32514	397.30	0.0025170	0.92199	0.93512	7.7388	31.879	58.288	1169.5	-0.32510	84.465	0.16055	0.0097813	5.3348	0.18745	7.6076	8.5853	67.506	26.733	38.361	282.25	22.950	4.9215	0.013891
128.50	0.33533	396.49	0.0025221	0.95091	0.96448	7.9645	31.849	58.384	1164.2	-0.32144	83.660	0.15983	0.0096871	5.4910	0.18212	7.6159	8.5956	67.350	26.762	38.477	282.48	22.795	4.9404	0.013975
129.00	0.34575	395.68	0.0025273	0.97987	0.99389	8.1897	31.818	58.482	1158.8	-0.31772	82.864	0.15912	0.0095931	5.6506	0.17697	7.6241	8.6057	67.196	26.793	38.594	282.70	22.644	4.9593	0.014060
129.50	0.35642	394.86	0.0025326	1.0089	1.0234	8.4143	31.788	58.582	1153.5	-0.31393	82.076	0.15841	0.0094992	5.8138	0.17201	7.6322	8.6157	67.043	26.823	38.714	282.92	22.494	4.9782	0.014146
130.00	0.36732	394.04	0.0025378	1.0379	1.0529	8.6383	31.757	58.684	1148.1	-0.31006	81.298	0.15769	0.0094054	5.9804	0.16721	7.6403	8.6257	66.891	26.854	38.836	283.13	22.347	4.9972	0.014232
130.50	0.37847	393.21	0.0025432	1.0670	1.0824	8.8619	31.728	58.788	1142.7	-0.30613	80.527	0.15698	0.0093117	6.1507	0.16258	7.6483	8.6354	66.739	26.885	38.961	283.33	22.203	5.0163	0.014319
131.00	0.38986	392.39	0.0025485	1.0961	1.1121	9.0849	31.698	58.893	1137.3	-0.30213	79.765	0.15626	0.0092182	6.3246	0.15811	7.6562	8.6451	66.589	26.917	39.088	283.53	22.060	5.0354	0.014406
131.50	0.40151	391.55	0.0025539	1.1253	1.1417	9.3074	31.668	59.000	1131.9	-0.29806	79.012	0.15555	0.0091249	6.5023	0.15379	7.6640	8.6547	66.440	26.949	39.218	283.72	21.920	5.0546	0.014494
132.00	0.41341	390.72	0.0025594	1.1545	1.1715	9.5294	31.639	59.110	1126.4	-0.29391	78.266	0.15483	0.0090316	6.6837	0.14962	7.6718	8.6641	66.292	26.981	39.350	283.90	21.781	5.0738	0.014583
132.50	0.42557	389.88	0.0025649	1.1838	1.2013	9.7509	31.610	59.221	1121.0	-0.28968	77.529	0.15412	0.0089386	6.8689	0.14558	7.6794	8.6734	66.144	27.013	39.485	284.08	21.645	5.0930	0.014672
133.00	0.43799	389.04	0.0025704	1.2131	1.2311	9.9719	31.581	59.334	1115.5	-0.28538	76.799	0.15340	0.0088456	7.0581	0.14168	7.6870	8.6826	65.998	27.046	39.623	284.25	21.511	5.1124	0.014762
133.50	0.45068	388.20	0.0025760	1.2424	1.2610	10.192	31.553	59.449	1110.1	-0.28100	76.077	0.15269	0.0087528	7.2512	0.13791	7.6945	8.6916	65.852	27.080	39.764	284.41	21.379	5.1318	0.014853
134.00	0.46363	387.35	0.0025817	1.2718	1.2910	10.412	31.525	59.567	1104.6	-0.27653	75.363	0.15198	0.0086602	7.4483	0.13426	7.7019	8.7005	65.708	27.113	39.907	284.57	21.248	5.1512	0.014944
134.50	0.47685	386.50	0.0025874	1.3012	1.3210	10.632	31.497	59.687	1099.1	-0.27198	74.656	0.15126	0.0085677	7.6495	0.13073	7.7093	8.7093	65.564	27.147	40.054	284.72	21.120	5.1707	0.015036
135.00	0.49035	385.64	0.0025931	1.3307	1.3511	10.851	31.469	59.809	1093.6	-0.26735	73.957	0.15055	0.0084754	7.8549	0.12731	7.7165	8.7180	65.421	27.182	40.203	284.86	20.993	5.1903	0.015129
135.50	0.50413	384.78	0.0025989	1.3603	1.3813	11.070	31.441	59.933	1088.0	-0.26263	73.265	0.14983	0.0083832	8.0644	0.12400	7.7236	8.7265	65.278	27.217	40.356	285.00	20.868	5.2100	0.015223
136.00	0.51819	383.92	0.0026047	1.3898	1.4115	11.288	31.414	60.060	1082.5	-0.25781	72.581	0.14912	0.0082912	8.2783	0.12080	7.7307	8.7349	65.137	27.252	40.511	285.13	20.745	5.2297	0.015317
136.50	0.53253	383.05	0.0026106	1.4195	1.4418	11.506	31.387	60.189	1077.0	-0.25291	71.903	0.14841	0.0081993	8.4965	0.11770	7.7377	8.7432	64.996	27.288	40.671	285.25	20.624	5.2495	0.015413
137.00	0.54716	382.18	0.0026166	1.4492	1.4721	11.723	31.360	60.321	1071.4	-0.24791	71.233	0.14769	0.0081076	8.7191	0.11469	7.7445	8.7513	64.856	27.324	40.833	285.37	20.504	5.2694	0.015509
137.50	0.56208	381.30	0.0026226	1.4789	1.5025	11.941	31.334	60.456	1065.8	-0.24281	70.570	0.14698	0.0080161	8.9462	0.11178	7.7513	8.7592	64.717	27.360	40.999	285.48	20.386	5.2893	0.015605
138.00	0.57730	380.42	0.0026286	1.5087	1.5330	12.157	31.308	60.593	1060.2	-0.23762	69.913	0.14627	0.0079247	9.1779	0.10896	7.7580	8.7671	64.578	27.397	41.169	285.58	20.270	5.3094	0.015703
138.50	0.59281	379.54	0.0026348	1.5385	1.5636	12.373	31.282	60.732	1054.6	-0.23232	69.263	0.14555	0.0078335	9.4142	0.10622	7.7646	8.7748	64.440	27.434	41.342	285.68	20.155	5.3295	0.015801
139.00	0.60863	378.65	0.0026409	1.5684	1.5942	12.589	31.256	60.875	1049.0	-0.22692	68.620	0.14484	0.0077424	9.6552	0.10357	7.7710	8.7823	64.302	27.472	41.519	285.77	20.041	5.3497	0.015901
139.50	0.62475	377.76	0.0026472	1.5984	1.6249	12.805	31.231	61.021	1043.3	-0.22141	67.983	0.14413	0.0076515	9.9010	0.10100	7.7774	8.7897	64.166	27.510	41.700	285.85	19.930	5.3700	0.016001
140.00	0.64118	376.87	0.0026535	1.6284	1.6557	13.020	31.206	61.169	1037.7	-0.21579	67.353	0.14341	0.0075608	10.152	0.098506	7.7837	8.7970	64.029	27.549	41.885	285.93	19.819	5.3904	0.016102
140.50	0.65792	375.96	0.0026598	1.6584	1.6865	13.235	31.181	61.321	1032.0	-0.21005	66.730	0.14270	0.0074703	10.407	0.096086	7.7899	8.8041	63.894	27.588	42.074	286.00	19.710	5.4109	0.016204
141.00	0.67498	375.06	0.0026662	1.6885	1.7174	13.449	31.157	61.476	1026.3	-0.20421	66.112	0.14199	0.0073799	10.668	0.093738	7.7960	8.8110	63.758	27.628	42.267	286.06	19.603	5.4315	0.016307
