#Temperature [K]         Loading [mg/g] 
250.0         67.54729837756015 
261.1111111111111         64.0947922337703 
272.22222222222223         60.52149929895223 
283.3333333333333         57.20141165902064 
294.44444444444446         53.966734020080516 
305.55555555555554         50.708390093830566 
316.66666666666663         47.3851176324549 
327.77777777777777         44.13685025287026 
338.8888888888889         40.33236582622518 
350.0         36.562870214670085 
