#Pressure [MPa]         Loading [mg/g] 
0.0015567549909560046         4.0836181397186015 
0.0017081941228386888         4.534358581832846 
0.0018743650595324146         4.985099023947082 
0.0020567008921431144         5.435839466061334 
0.0022567741210442285         5.88657990817557 
0.0024763102174317334         6.337320350289822 
0.0027172025041298383         6.7880607924040675 
0.0029815284839824437         7.238801234518311 
0.00327156775664957         7.6895416766325715 
0.0035898216783268244         8.286014378391627 
0.0039390349339372055         8.891267938270754 
0.004322219207838062         9.599679342764489 
0.00474267915718417         10.500132547006398 
0.005204040911946235         11.400585751248306 
0.005710283347374781         12.301038955490215 
0.0062657723986091875         13.201492159732108 
0.006875298713368038         14.101945363974036 
0.007544118967444885         15.002398568215952 
0.008278001199322581         15.902851772457861 
0.009083274554880857         16.92431537931951 
0.00996688387120525         18.23830701016143 
0.010936449570239202         19.55229864100338 
0.012000333378813791         20.866290271845322 
0.013167710441837907         22.18028190268725 
0.014448648450567142         23.49427353352918 
0.01585419446836938         24.80826516437112 
0.01739647020278966         26.122256795213065 
0.019088776545559495         27.444729606339372 
0.020945708282124442         28.794690036711643 
0.022983279959967552         30.144650467083903 
0.02521906400124225         31.494610897456155 
0.027672342250825138         32.844571327828426 
0.030364272266769375         34.19453175820068 
0.0333180697872804         35.54449218857294 
0.03655920894784533         36.8944526189452 
0.040115641975228385         38.2239121303282 
0.04401804025301674         39.45931892185362 
0.048300058837714065         40.69472571337904 
0.05299862670662073         41.82660497828949 
0.05815426524065635         42.88511536446748 
0.06381143768878324         43.94362575064549 
0.07001893262788147         45.002136136823495 
0.07683028472510957         46.060646523001495 
0.0843042364314888         47.11915690917949 
0.09250524458844808         48.1776672953575 
0.10150403631640459         49.236177681535516 
0.1113782189794741         50.16500984988443 
0.12221294948676668         50.97811025526698 
0.13410166870245557         51.79121066064954 
0.14714690729831698         52.60431106603211 
0.16146116999857296         53.41741147141466 
0.17716790584294032         54.23051187679722 
0.19440257283562576         55.04361228217978 
0.21331380616201345         55.85671268756234 
0.23406470004797314         56.63336824966571 
0.25683421431680376         57.369187120057404 
0.2818187177742315         58.10500599044911 
0.30923368173192634         58.84082486084082 
0.33931553827481814         59.57664373123251 
0.3723237192982737         60.312462601624205 
0.4085428939002046         61.04828147201591 
0.44828542342380806         61.784100342407605 
0.4918940553237277         62.555534450219305 
0.5397448790880582         63.37722361853621 
0.5922505697086642         64.19891278685313 
0.6498639466721302         64.95296809892552 
0.7130818791647988         65.6922810812716 
0.7824495711711529         66.43159406361768 
0.8585652634210745         67.17090704596373 
0.9420853927365235         67.91022002830981 
1.0337302532728385         68.64953301065587 
1.134290208478359         69.38884599300196 
1.244632507345506         70.12815897534803 
1.3657087637380572         70.75642197594053 
1.4985631632977825         71.35042100818411 
1.6443414687084617         71.94442004042769 
1.8043009009804507         72.53841907267126 
1.9798209819739436         73.13241810491485 
2.1724154316690347         73.72641713715842 
2.3837452227869487         74.320416169402 
2.6156329053481375         74.91441520164558 
2.870078324705011         75.44095250271279 
3.1492758686047853         75.9395828322017 
3.455633392024522         76.4382131616906 
3.791792982989851         76.9368434911795 
4.160653748465994         77.43547382066839 
4.565396816831032         77.9341041501573 
5.009512772557814         78.4327344796462 
5.496831759706522         78.9313648091351 
6.031556513846489         79.33529750025941 
6.618298607281074         79.68836207685557 
7.262118220161531         80.03623148341528 
7.9685677804840065         80.2978788079987 
8.743739849329437         80.5595261325821 
9.59431966431839         80.82117345716553 
10.527642794425761         81.08282078174895 
11.55175840338217         81.34446810633237 
12.675498667257862         81.60611543091578 
13.90855494490039         81.8677627554992 
15.261561358134903         82.12941008008261 
