#Temperature [K]         Loading [mg/g] 
250.0         69.31154985620466 
261.1111111111111         65.90560158551382 
272.22222222222223         62.56574540257553 
283.3333333333333         59.088244179332605 
294.44444444444446         55.89181005182585 
305.55555555555554         52.759695941386084 
316.66666666666663         49.58795626583343 
327.77777777777777         46.37300458308681 
338.8888888888889         43.23084719024994 
350.0         39.549038706217736 
