#Pressure [MPa]         Loading [mg/g] 
0.004000000000000002         3.9559572000000007 
0.004359365919941149         4.3926067192020835 
0.00475101780598608         4.829256238404165 
0.00517785627711232         5.265905757606247 
0.0056430425481991935         5.7025552768083285 
0.006150021842349355         6.139204796010419 
0.006702548906607855         6.575854315212493 
0.007304715820051272         7.012503834414575 
0.007960982300196609         7.449153353616657 
0.008676208732182947         8.026979290909093 
0.009455692165343525         8.613311581566029 
0.01030520554376327         9.299576824858883 
0.01123104046136754         10.171880310323708 
0.012240053758191436         11.0441837957885 
0.013339718302926821         11.916487281253309 
0.014538178337848581         12.788790766718117 
0.015844309796010928         13.661094252182926 
0.017267786037429924         14.53339773764773 
0.018819149491101892         15.40570122311255 
0.020509889733446838         16.39523211749259 
0.022352528581434734         17.668146105754758 
0.024360712830604248         18.941060094016905 
0.026549315324802304         20.21397408227907 
0.028934545106178572         21.486888070541227 
0.0315340674612187         22.759802058803388 
0.03436713475189043         24.03271604706554 
0.03745472900085406         25.3056300353277 
0.04081971728673862         26.586760067564242 
0.0444870211003602         27.894518408703902 
0.04848380091615323         29.202276749843573 
0.05283965734577242         30.510035090983223 
0.05758685036363203         31.817793432122897 
0.06276053822799196         33.12555177326257 
0.06839903786706791         34.43331011440223 
0.07454410865861494         35.74106845554189 
0.08124126170468891         37.02896677174599 
0.08854009689211013         38.22575261818183 
0.09649467023493798         39.422538464617666 
0.10516389421953698         40.51903323331358 
0.11461197411723628         41.54445276085153 
0.12490888349596414         42.56987228838947 
0.13613088245255134         43.59529181592743 
0.14836108240379162         44.62071134346537 
0.1616900616191673         45.646130871003315 
0.17621653605394547         46.67155039854128 
0.1920480904509125         47.69696992607924 
0.20930197512537066         48.596765200331966 
0.22810597433447757         49.3844466859514 
0.2485993526621728         50.17212817157084 
0.27093388642872657         50.9598096571903 
0.29527498776364886         51.74749114280973 
0.32180292966697244         52.53517262842917 
0.3507141811318543         53.322854114048624 
0.3822228622165679         54.11053559966806 
0.41656232984231684         54.86291157060902 
0.4539869060614694         55.5757274751888 
0.49477376159597325         56.28854337976857 
0.5392249685956425         57.001359284348354 
0.587669737819295         57.714175188928145 
0.6404668568075453         58.42699109350791 
0.6980073471046602         59.13980699808769 
0.7607173602091459         59.85262290266747 
0.8290613337008363         60.59994065097524 
0.9035454309190944         61.39594240000001 
0.9847212896668098         62.19194414902478 
1.0731901077034964         62.92242639269427 
1.169607095285147         63.63862717726786 
1.2746863277268572         64.35482796184147 
1.3892060339268473         65.07102874641504 
1.514014360019326         65.78722953098864 
1.6500356508424379         66.50343031556223 
1.7982772957426088         67.21963110013583 
1.9598371894160624         67.93583188470942 
2.1359118630434066         68.5444543013144 
2.3278053459373558         69.11988390026288 
2.536938823334031         69.69531349921137 
2.7648611618544896         70.27074309815984 
3.013260380589337         70.84617269710833 
3.2839761527625093         71.42160229605682 
3.5790134305630823         71.99703189500529 
3.900557294052085         72.57246149395378 
4.25098913411713         73.0825383316889 
4.632904289327588         73.56558061786502 
5.0491312673109565         74.04862290404115 
5.502752693006161         74.53166519021728 
5.997128138938852         75.01470747639341 
6.535919006602529         75.49774976256954 
7.123115643219659         75.98079204874567 
7.763066894712863         76.46383433492181 
8.460512313758645         76.85513939408649 
9.220617261460466         77.19716656363637 
10.049011162607949         77.5341609731172 
10.951829197845315         77.78762875147754 
11.935757741525807         78.0410965298379 
13.00808388177033         78.29456430819825 
14.176749389481321         78.5480320865586 
15.450409536012836         78.80149986491895 
16.83849719510702         79.05496764327931 
18.351292703843523         79.30843542163964 
20.000000000000004         79.5619032 
