#Pressure [MPa]         Loading [mg/g] 
0.013160032117960853         3.7644657904220997 
0.014220698952310089         4.179978925255931 
0.015366852974183208         4.595492060089777 
0.016605384244619242         5.011005194923616 
0.01794373814695167         5.426518329757454 
0.01938996014444539         5.842031464591293 
0.02095274414529124         6.257544599425132 
0.022641484765702356         6.673057734258971 
0.024466333805290046         7.088570869092803 
0.026438261274218576         7.638426659685276 
0.028569121339001503         8.19637704650894 
0.030871723583369984         8.849423048000476 
0.03335991001259517         9.679501955299633 
0.03604863826417313         10.509580862598789 
0.03895407152509027         11.339659769897946 
0.04209367569620329         12.169738677197103 
0.0454863243878338         12.99981758449626 
0.04915241237775444         13.829896491795413 
0.05311397821361497         14.659975399094579 
0.05739483669682806         15.60160722475221 
0.062020722044336535         16.8129047491447 
0.06701944258887374         18.02420227353719 
0.0724210479476915         19.23549979792968 
0.07825800966468423         20.44679732232217 
0.08456541641183236         21.658094846714672 
0.09138118492341117         22.869392371107153 
0.09874628793098766         24.08068989549965 
0.10670500046942846         25.299805759401508 
0.1153051660345775         26.544260966692278 
0.12459848419260026         27.788716173983044 
0.13464082136994726         29.033171381273824 
0.1454925466922386         30.277626588564605 
0.15721889489095234         31.52208179585536 
0.16989035845951625         32.76653700314614 
0.18358311141623423         34.01099221043692 
0.19837946722148225         35.236548733872645 
0.21436837360192515         36.375403162674125 
0.23164594725637153         37.514257591475584 
0.25031605165763016         38.5576756158497 
0.270490921423802         39.53345885542757 
0.2922918370123916         40.50924209500544 
0.3158498537931358         41.48502533458331 
0.3413065898823441         42.46080857416117 
0.3688150774747842         43.43659181373905 
0.39854068279086474         44.412375053316914 
0.4306621001693407         45.38815829289481 
0.4653724262814922         46.24439822600324 
0.5028803209243738         46.99395133197801 
0.5434112613711994         47.74350443795279 
0.587208897819341         48.49305754392755 
0.6345365180841656         49.24261064990232 
0.6856786303436609         49.99216375587709 
0.7409426734484602         50.74171686185186 
0.800660865078726         51.49126996782663 
0.865192198858021         52.20722655202396 
0.9349246024297371         52.885538007885856 
1.0102772694692774         53.56384946374775 
1.0917031796507952         54.24216091960965 
1.1796918217171664         54.92047237547155 
1.2747721360228366         55.598783831333456 
1.3775156942385187         56.27709528719535 
1.4885401353324175         56.95540674305725 
1.6085128784832496         57.66654995210913 
1.7381551352450946         58.42402057219569 
1.8782462450830508         59.18149119228225 
2.029628360342605         59.87661383334736 
2.1932115088162267         60.558146321262235 
2.369979064340618         61.23967880917711 
2.5609936583108976         61.92121129709199 
2.767403567648565         62.602743785006865 
2.9904496176242708         63.28427627292174 
3.231472641031443         63.965808760836616 
3.491921538551314         64.64734124875149 
3.7733619887639107         65.2265027893752 
4.077485860164926         65.77407823838104 
4.406121381768428         66.32165368738688 
4.761244133435614         66.86922913639272 
5.144988921997539         67.41680458539855 
5.559662614564682         67.96438003440439 
6.007758006170296         68.51195548341022 
6.491968805112352         69.05953093241605 
7.015205826077874         69.54491707515301 
7.580614488394063         70.00457729635998 
8.191593724596169         70.46423751756696 
8.851816412980366         70.92389773877393 
9.56525145697107         71.3835579599809 
10.336187644031988         71.84321818118788 
11.169259427547805         72.30287840239485 
12.069474786663372         72.76253862360183 
13.042245331558652         73.13490223482711 
14.093418835136236         73.46037329380758 
15.229314386684337         73.78105520767005 
16.45676037884022         74.0222536666958 
17.78313555621122         74.26345212572156 
19.216413372415563         74.50465058474731 
20.765209922193634         74.74584904377306 
22.438835736731786         74.98704750279882 
24.24735175356425         75.22824596182457 
26.201629797514073         75.46944442085032 
28.31341793625202         75.71064287987608 
