#Temperature [K]         Loading [mg/g] 
250.0         70.72928541254494 
261.1111111111111         67.38514055548407 
272.22222222222223         64.08110994222905 
283.3333333333333         60.78919338930612 
294.44444444444446         57.46471169736933 
305.55555555555554         54.36164029685289 
316.66666666666663         51.321002700092585 
327.77777777777777         48.20007570531046 
338.8888888888889         45.082703169143215 
350.0         41.98891601847485 
