#Pressure [MPa]         Loading [mg/g] 
0.0001401232022514033         4.338940019155803 
0.00020416933550673045         5.9738816228081575 
0.00029748904457999856         7.608823226460512 
0.000433462407199748         9.60241074437896 
0.0006315851352464661         12.740227599896398 
0.0009202638485797813         16.00638317016589 
0.0013408889850968183         20.05263077842383 
0.0019537693164071992         24.818787491670317 
0.002846778953485568         29.605816321115093 
0.00414795664050615         34.502440330594666 
0.006043863809816617         39.39906434007423 
0.008806333555876735         43.937576146001476 
0.012831445766762511         47.7770422922895 
0.01869631662492437         51.61650843857752 
0.02724184489364981         54.850629795032724 
0.03969327906119987         57.79993621730756 
0.05783589212775956         60.65955217454738 
0.08427095209384108         63.328540291772846 
0.12278868891855306         65.9975284089983 
0.17891173354192008         68.90570152823067 
0.26068694666336195         71.5873636113759 
0.37983916881976676         74.26902569452115 
0.5534523151863233         76.50792325032589 
0.8064188486323403         78.66249745668947 
1.1750088337973215         80.65104888734992 
1.712070299253635         82.45969837684406 
2.4946065299897384         84.20506282519764 
3.6348167141152774         85.36631106190818 
5.296182939626206         86.31536745107802 
7.716910077215534         87.26442384024784 
