#Pressure [MPa]         Loading [mg/g] 
0.000917813775900269         4.147448609577903 
0.0012765924173122308         5.710234970042116 
0.0017756196765956684         7.273021330506336 
0.002469719538638452         9.178625404948347 
0.0034351469968089687         12.177960287908519 
0.004777965556441727         15.299969884440102 
0.00664569955223172         19.16764354270431 
0.009243541422978346         23.72345439653365 
0.012856894502494264         28.299216212792384 
0.017882727916094108         32.97973642051194 
0.02487318828501015         37.6602566282315 
0.0345962594948822         41.99846927831282 
0.048120134713833224         45.66848740708195 
0.06693056991377914         49.3385055358511 
0.09309411155275686         52.42989469168599 
0.129485130889539         55.249038714484186 
0.18010160730713298         57.982450601585725 
0.2505043531390774         60.5336476697398 
0.3484279339862519         63.08484473789387 
0.4846304012710186         65.86467080290566 
0.674075190094763         68.42798249400907 
0.9375750277110465         70.9912941851125 
1.304078455199918         73.13138197471424 
1.8138501635100324         75.1908678761012 
2.522894541004436         77.09165812204968 
3.509108410979717         78.82048607940771 
4.880838909384652         80.4888219684895 
6.788786685764451         81.59882057724117 
9.442562133365554         82.50599204868254 
13.133713544046758         83.41316352012392 
