#Pressure [MPa]         Loading [mg/g] 
0.03532825079016642         3.5729743808441983 
0.03790996085251218         3.967351131309794 
0.04068033654921405         4.361727881775389 
0.04365316514558349         4.756104632240985 
0.04684324144964339         5.150481382706579 
0.050266441441110254         5.544858133172175 
0.053939801281019197         5.939234883637771 
0.05788160209519654         6.333611634103374 
0.06211146095352013         6.727988384568961 
0.0666504284977421         7.249874028461458 
0.07152109370373569         7.779442511451853 
0.07674769629953432         8.39926927114207 
0.08235624739863144         9.187123600275573 
0.08837465894889326         9.974977929409093 
0.09483288264131119         10.762832258542597 
0.10176305896989628         11.550686587676088 
0.10919967718454039         12.338540916809594 
0.11717974693287651         13.126395245943105 
0.12574298244534482         13.91424957507661 
0.13493200018009424         14.807982332011829 
0.14479253091133432         15.957663392534663 
0.15537364731663203         17.107344453057486 
0.16672800819578337         18.2570255135803 
0.1789121205366564         19.40670657410313 
0.1919866207322244         20.556387634625956 
0.20601657634831483         21.70606869514878 
0.22107180994387446         22.8557497556716 
0.23722724655530047         24.0128514512388 
0.2545632865741535         25.194003524680685 
0.27316620587394624         26.37515559812255 
0.2931285851773077         27.556307671564447 
0.31454977080034696         28.73745974500631 
0.33753636906718937         29.918611818448195 
0.3622027768552302         31.09976389189006 
0.3886717509114553         32.28091596533195 
0.417075018773134         33.44413069599932 
0.44755393433323776         34.52505370716642 
0.48026018131312437         35.605976718333515 
0.5153565281434415         36.596317998385835 
0.5530176380100484         37.52246495000362 
0.593430938096297         38.44861190162141 
0.6367975523476017         39.374758853239214 
0.6833333024003775         40.300905804857 
0.7332697816566356         41.22705275647479 
0.7868555078495656         42.15319970809258 
0.8443571598360511         43.07934665971039 
0.906060904771229         43.89203125167454 
0.972273822270023         44.60345597800463 
1.043325432643232         45.314880704334726 
1.1195693368137163         46.02630543066483 
1.2013849760740194         46.73773015699492 
1.2891795204431582         47.449154883325015 
1.3833898950203398         48.16057960965511 
1.4844849544201         48.87200433598521 
1.592967816110327         49.55154153343891 
1.7093783642654516         50.19534854058292 
1.8342959365956586         50.839155547726946 
1.9683422075236017         51.48296255487097 
2.1121842820572803         52.126769562014985 
2.2665380157562525         52.770576569159005 
2.4321715773136194         53.41438357630302 
2.609909271483572         54.05819058344704 
2.800635641379989         54.733159253243024 
3.0052998705619087         55.45209874439138 
3.224920506813613         56.17103823553973 
3.4605905311280747         56.83080127400048 
3.7134827971204443         57.477665465256635 
3.9848558679417825         58.12452965651279 
4.276060279741485         58.77139384776894 
4.588545262849638         59.4182580390251 
4.923865954128399         60.065122230281254 
5.28369113638603         60.71198642153741 
5.66981154337012         61.35885061279356 
6.084148771671199         61.90855127743602 
6.528764843888514         62.428272576499204 
7.005872470650722         62.947993875562396 
7.517846062562181         63.46771517462558 
8.067233546877874         63.987436473688774 
8.656769047714645         64.50715777275195 
9.289386492904129         65.02687907181515 
9.968234215204186         65.54660037087834 
10.696690620534481         66.00729581861715 
11.478381001211934         66.44357397485497 
12.317195577859927         66.87985213109279 
13.217308859780266         67.31613028733061 
14.183200420138103         67.75240844356843 
15.219677189351083         68.18868659980625 
16.331897377629947         68.62496475604406 
17.52539614572526         69.06124291228188 
18.806113151635135         69.41466507556773 
20.180422110365246         69.72358002397878 
21.655162513850396         70.02794944222292 
23.237673668897525         70.25687858191407 
24.935831222545765         70.48580772160523 
26.758086356618833         70.71473686129639 
28.713507846528238         70.94366600098753 
30.811827193640116         71.1725951406787 
33.06348705581538         71.40152428036984 
35.479693217146135         71.630453420061 
38.07247035552469         71.85938255975216 
