#Temperature [K]         Loading [mg/g] 
250.0         65.2727826287815 
261.1111111111111         61.563044886322835 
272.22222222222223         58.12333203365626 
283.3333333333333         54.76886146155413 
294.44444444444446         51.36355246218068 
305.55555555555554         47.91523236423514 
316.66666666666663         44.47251564619341 
327.77777777777777         40.44864873638127 
338.8888888888889         36.52843218326908 
350.0         32.33763304377378 
