#Temperature [K]         Loading [mg/g] 
250.0         56.38542506798257 
261.1111111111111         52.3713373794636 
272.22222222222223         48.45144227885214 
283.3333333333333         43.79378988215717 
294.44444444444446         39.19313438913147 
305.55555555555554         34.129681430037664 
316.66666666666663         28.762171255906193 
327.77777777777777         23.560754801076886 
338.8888888888889         18.627237722538798 
350.0         13.905620386066355 
