#Temperature [K]         Loading [mg/g] 
250.0         61.855461491136275 
261.1111111111111         58.27392051005244 
272.22222222222223         54.76923844866702 
283.3333333333333         51.10119942220209 
294.44444444444446         47.49818941990287 
305.55555555555554         43.47410954739448 
316.66666666666663         39.26173516751725 
327.77777777777777         34.95323757212139 
338.8888888888889         30.183115002632366 
350.0         25.42655450210724 
